,word,frequency,length,romanized_form
ルペルツベルク,ルペルツベルク,1,14,Ruperutuberuku
インターナショナル,インターナショナル,1,14,Intaanasyonaru
魔法,魔法,1,5,Mahou
新聞,新聞,1,6,Sinbun
ベルリングハウゼン,ベルリングハウゼン,1,15,Beruringuhauzen
ブランズフィールド,ブランズフィールド,1,14,Buranzuhiirudo
陸地,陸地,1,6,Rikuti
パーマー,パーマー,1,6,Paamaa
アーネスト,アーネスト,1,9,Aa nesuto
シャックルトン,シャックルトン,1,11,Sya kuruton
号,号,1,3,Gou
乗せ,乗せ,1,4,Nose
イスラエル,イスラエル,1,8,Isuraeru
追求,追求,1,7,Tuikyuu
融和,融和,1,5,Yuuwa
精力,精力,1,8,Seiryoku
追わ,追わ,1,3,Owa
アイビンゲン,アイビンゲン,1,8,Aibingen
移っ,移っ,1,3,Utu
恋人,恋人,1,7,Koibito
シュドバーデン,シュドバーデン,1,11,Syudobaaden
メルディンゲン,メルディンゲン,1,10,Merudingen
移り,移り,1,5,Uturi
ウルリッヒ,ウルリッヒ,1,8,Ururihhi
メダル,メダル,1,6,Medaru
走り,走り,1,6,Hasiri
検閲,検閲,1,7,Ken'etu
好ましく,好ましく,1,10,Konomasiku
言論,言論,1,6,Genron
参加,参加,1,5,Sanka
衣服,衣服,1,5,Ihuku
血痕,血痕,1,6,Kekkon
バイス,バイス,1,5,Baisu
コロン,コロン,1,5,Koron
ブレーメン,ブレーメン,1,8,Bureemen
輝い,輝い,1,7,Kagayai
公私,公私,1,5,Kousi
問わ,問わ,1,4,Towa
シュプリンガー,シュプリンガー,1,12,Syupurin gaa
ボスポラス,ボスポラス,1,10,Bosuporasu
っぽく,っぽく,1,5,Ppoku
フェデリコ,フェデリコ,1,8,Hederiko
サンディニスタ,サンディニスタ,1,11,Sandinisuta
形づくる,形づくる,1,12,Katatizukuru
クリア,クリア,1,5,Kuria
懸念,懸念,1,5,Kenen
早期,早期,1,5,Souki
今度,今度,1,5,Kondo
投じる,投じる,1,7,Touziru
不明,不明,1,5,Humei
野党,野党,1,5,Yatou
ムンド,ムンド,1,5,Mundo
ヴィクトワール,ヴィクトワール,1,11,Vikutowaaru
広場,広場,1,6,Hiroba
戦線,戦線,1,6,Sensen
聖堂,聖堂,1,6,Seidou
党員,党員,1,5,Touin
祝っ,祝っ,1,3,Iwa
メイ,メイ,1,3,Mei
シューマン,シューマン,1,7,Syuuman
ブレグジット,ブレグジット,1,11,Bureguzitto
公然,公然,1,6,Kouzen
対応,対応,1,5,Taiou
万人,万人,1,6,Mannin
気晴らし,気晴らし,1,8,Kibarasi
野外,野外,1,5,Yagai
劇場,劇場,1,8,Gekizyou
曇ら,曇ら,1,6,Kumora
瞳,瞳,1,6,Hitomi
涙,涙,1,6,Namida
こみ上げる,こみ上げる,1,9,Komiageru
道化,道化,1,5,Douke
影,影,1,4,Kage
笑顔,笑顔,1,4,Egao
引き出さ,引き出さ,1,8,Hikidasa
カウボーイ,カウボーイ,1,7,Kaubooi
題材,題材,1,6,Daizai
殴り合い,殴り合い,1,8,Naguriai
皮肉,皮肉,1,6,Hiniku
暗示,暗示,1,4,Anzi
常用,常用,1,7,Zyouyou
口語,口語,1,5,Kougo
応酬,応酬,1,6,Ousyuu
合っ,合っ,1,1,A
互い,互い,1,5,Tagai
爪弾き,爪弾き,1,10,Tumahaziki
ドタバタ,ドタバタ,1,8,Dotabata
喜劇,喜劇,1,6,Kigeki
ふさわしく,ふさわしく,1,10,Husawasiku
音節,音節,1,6,Onsetu
作物,作物,1,8,Sakumotu
掘り起し,掘り起し,1,9,Horiokosi
謎,謎,1,4,Nazo
縛ら,縛ら,1,6,Sibara
ミヒャエル,ミヒャエル,1,8,Mihyaeru
階段,階段,1,6,Kaidan
熱,熱,1,4,Netu
リラクセーション,リラクセーション,1,13,Rirakuseesyon
去っ,去っ,1,2,Sa
説,説,1,4,Setu
ゴールデン,ゴールデン,1,8,Gooruden
ゲート,ゲート,1,5,Geeto
パーク,パーク,1,5,Paaku
全長,全長,1,7,Zentyou
プラネタリウム,プラネタリウム,1,13,Puranetariumu
庭園,庭園,1,5,Teien
水族,水族,1,7,Suizoku
サンフランシスコ,サンフランシスコ,1,14,Sanhuransisuko
憩い,憩い,1,4,Ikoi
ガーデンズ,ガーデンズ,1,8,Gaadenzu
魅了,魅了,1,6,Miryou
モスコーニ,モスコーニ,1,10,Mosukoo ni
センター,センター,1,6,Sentaa
屋根,屋根,1,4,Yane
マーチン,マーチン,1,6,Maatin
ルーサー,ルーサー,1,6,Ruusaa
キング,キング,1,5,Kingu
モニュメント,モニュメント,1,10,Monyumento
納める,納める,1,7,Osameru
時刻,時刻,1,6,Zikoku
事象,事象,1,6,Zisyou
系列,系列,1,7,Keiretu
一新,一新,1,5,Issin
さかのぼり,さかのぼり,1,10,Sakanobori
役所,役所,1,7,Yakusyo
オーバーマルスベルク,オーバーマルスベルク,1,17,Oobaamarusuberuku
献納,献納,1,6,Kennou
祭,祭,1,6,Maturi
個,個,1,2,Ko
火災,火災,1,5,Kasai
報知,報知,1,5,Houti
電信,電信,1,6,Densin
稼働,稼働,1,5,Kadou
パペット,パペット,1,7,Papetto
シアター,シアター,1,6,Siataa
劇団,劇団,1,7,Gekidan
従業,従業,1,8,Zyuugyou
終結,終結,1,8,Syuuketu
免れる,免れる,1,10,Manugareru
ヴュルテンベルク,ヴュルテンベルク,1,14,Vyurutenberuku
綿,綿,1,4,Wata
工場,工場,1,7,Kouzyou
製造,製造,1,6,Seizou
ゲオルク,ゲオルク,1,8,Geo Ruku
ライヘンバッハ,ライヘンバッハ,1,11,Raihenbahha
売却,売却,1,8,Baikyaku
コリ,コリ,1,4,Kori
そもそも,そもそも,1,8,Somosomo
ピーター,ピーター,1,6,Piitaa
出航,出航,1,7,Syukkou
立案,立案,1,6,Rituan
制定,制定,1,6,Seitei
造山,造山,1,6,Zouzan
ひび割れる,ひび割れる,1,10,Hibiwareru
コラボレーション,コラボレーション,1,13,Koraboreesyon
付ける,付ける,1,6,Tukeru
ソリューション,ソリューション,1,10,Soryuusyon
アントニ,アントニ,1,7,Anto ni
ガウディ,ガウディ,1,5,Gaudi
アプス,アプス,1,5,Apusu
支え,支え,1,5,Sasae
横向き,横向き,1,8,Yokomuki
大いに,大いに,1,5,Ooini
西縁,西縁,1,5,Seien
海洋,海洋,1,6,Kaiyou
外側,外側,1,8,Sotogawa
地殻,地殻,1,6,Tikaku
沈み込み,沈み込み,1,10,Sizumikomi
ティポ,ティポ,1,4,Tipo
アンドイノ,アンドイノ,1,8,Ando Ino
リナレス,リナレス,1,8,Rinaresu
絶た,絶た,1,4,Tata
進歩,進歩,1,5,Sinpo
途切れ,途切れ,1,6,Togire
犯,犯,1,3,Han
倒産,倒産,1,6,Tousan
招く,招く,1,6,Maneku
めぐっ,めぐっ,1,5,Me gu
協業,協業,1,8,Kyougyou
友情,友情,1,7,Yuuzyou
夕食,夕食,1,8,Yuusyoku
ビルヌーブ,ビルヌーブ,1,9,Birunuubu
艦隊,艦隊,1,6,Kantai
封鎖,封鎖,1,5,Huusa
アウステルリッツ,アウステルリッツ,1,13,Ausuterurittu
つながる,つながる,1,8,Tunagaru
破ら,破ら,1,6,Yabura
グランヴィル,グランヴィル,1,10,Guran viru
アレクサンドル,アレクサンドル,1,12,Arekusandoru
実践,実践,1,6,Zissen
フィオレロ,フィオレロ,1,7,Hiorero
プロテスタント,プロテスタント,1,13,Purotesutanto
ウォルター,ウォルター,1,6,Orutaa
語り,語り,1,6,Katari
オリヴィア,オリヴィア,1,6,Orivia
ゴフレド,ゴフレド,1,8,Gohuredo
ペトラッシ,ペトラッシ,1,9,Petorassi
エンニオ,エンニオ,1,5,Ennio
ブルーノ,ブルーノ,1,8,Buruu no
ブログ,ブログ,1,6,Burogu
セシリア,セシリア,1,7,Sesiria
わたり,わたり,1,6,Watari
職業,職業,1,9,Syokugyou
芽生え,芽生え,1,5,Mebae
生まれる,生まれる,1,7,Umareru
結ぶ,結ぶ,1,6,Musubu
威風,威風,1,4,Ihuu
クリオ,クリオ,1,5,Kurio
商法,商法,1,7,Syouhou
拡充,拡充,1,8,Kakuzyuu
任命,任命,1,6,Ninmei
キキ,キキ,1,4,Kiki
ディー,ディー,1,3,Dii
デュエット,デュエット,1,7,Dyuetto
収録,収録,1,8,Syuuroku
カプア,カプア,1,5,Kapua
軍団,軍団,1,6,Gundan
執り,執り,1,4,Tori
違法,違法,1,4,Ihou
知らさ,知らさ,1,6,Sirasa
架空,架空,1,5,Kakuu
護民,護民,1,5,Gomin
守っ,守っ,1,4,Mamo
元老,元老,1,6,Genrou
執政,執政,1,6,Sissei
立ち向かう,立ち向かう,1,9,Tatimukau
禁じ,禁じ,1,5,Kinzi
撤回,撤回,1,6,Tekkai
公衆,公衆,1,7,Kousyuu
政敵,政敵,1,7,Seiteki
丸腰,丸腰,1,8,Marugosi
友,友,1,4,Tomo
ブエノスアイレス,ブエノスアイレス,1,13,Buenosuairesu
エンリケ,エンリケ,1,6,Enrike
継承,継承,1,7,Keisyou
王位,王位,1,3,Oui
あたる,あたる,1,5,Ataru
サラトガ,サラトガ,1,8,Saratoga
打,打,1,2,Da
一層,一層,1,5,Issou
インディアン,インディアン,1,6,Indian
一団,一団,1,6,Itidan
収用,収用,1,7,Syuuyou
遠征,遠征,1,5,Ensei
オールバニ,オールバニ,1,8,Oorubani
足止め,足止め,1,7,Asidome
ハドソン,ハドソン,1,7,Hadoson
フリーマン,フリーマン,1,9,Hurii man
応戦,応戦,1,5,Ousen
黄金,黄金,1,5,Ougon
近世,近世,1,6,Kinsei
外在,外在,1,6,Gaizai
史,史,1,2,Si
話者,話者,1,5,Wasya
ルイ,ルイ,1,3,Rui
フェリペ,フェリペ,1,6,Heripe
王室,王室,1,6,Ousitu
叔母,叔母,1,3,Oba
イサベラ,イサベラ,1,7,Isabera
強いる,強いる,1,5,Siiru
諦める,諦める,1,9,Akirameru
マレンゴ,マレンゴ,1,7,Marengo
抱い,抱い,1,3,Dai
全額,全額,1,7,Zengaku
各地,各地,1,6,Kakuti
装備,装備,1,5,Soubi
難,難,1,4,Gata
陥っ,陥っ,1,4,Otii
逃れる,逃れる,1,8,Nogareru
帰国,帰国,1,6,Kikoku
苦境,苦境,1,6,Kukyou
遠く,遠く,1,5,Tooku
ティンティン,ティンティン,1,6,Tintin
起用,起用,1,5,Kiyou
ウォルト,ウォルト,1,5,Oruto
浴びる,浴びる,1,5,Abiru
サポート,サポート,1,7,Sapooto
実ら,実ら,1,6,Minora
ジョルジュ,ジョルジュ,1,8,Zyoruzyu
ジャーメイン,ジャーメイン,1,9,Zyaa mein
ロゼネ,ロゼネ,1,6,Rozene
休暇,休暇,1,6,Kyuuka
のち,のち,1,4,Noti
少女,少女,1,7,Syouzyo
不倫,不倫,1,5,Hurin
下部,下部,1,4,Kabu
眺め,眺め,1,6,Nagame
タピー,タピー,1,6,Ta Pii
バーナード,バーナード,1,8,Baanaado
べく,べく,1,4,Beku
緩和,緩和,1,5,Kanwa
ピュロス,ピュロス,1,7,Pyurosu
離れる,離れる,1,8,Hanareru
暗黒,暗黒,1,6,Ankoku
抜け出よう,抜け出よう,1,9,Nukedeyou
識字,識字,1,6,Sikizi
忘れ,忘れ,1,6,Wasure
修正,修正,1,7,Syuusei
創案,創案,1,5,Souan
ギリシア,ギリシア,1,7,Girisia
コミュニティ,コミュニティ,1,9,Komyuniti
分かれ,分かれ,1,6,Wakare
谷,谷,1,4,Tani
山岳,山岳,1,7,Sangaku
隔離,隔離,1,6,Kakuri
地理,地理,1,4,Tiri
特性,特性,1,7,Tokusei
母国,母国,1,6,Bokoku
全域,全域,1,7,Zen'iki
商業,商業,1,8,Syougyou
前哨,前哨,1,7,Zensyou
基地,基地,1,4,Kiti
プリュヴィオーズ,プリュヴィオーズ,1,11,Puryuvioozu
恐怖,恐怖,1,6,Kyouhu
木,木,1,2,Ki
愛情,愛情,1,6,Aizyou
夏期,夏期,1,4,Kaki
ドルメン,ドルメン,1,7,Dorumen
遺跡,遺跡,1,5,Iseki
アプリアン,アプリアン,1,7,Apurian
カラブリアン,カラブリアン,1,10,Karaburian
建国,建国,1,7,Kenkoku
サムニウム,サムニウム,1,10,Samu niumu
モリーゼ,モリーゼ,1,7,Moriize
東方,東方,1,6,Touhou
バジリカータ,バジリカータ,1,11,Bazirikaata
著者,著者,1,6,Tyosya
アプリア,アプリア,1,6,Apuria
クラウチ,クラウチ,1,7,Kurauti
ステファン,ステファン,1,8,Sute han
焦点,焦点,1,7,Syouten
当てる,当てる,1,5,Ateru
断念,断念,1,6,Dannen
一握り,一握り,1,10,Hitonigiri
領地,領地,1,6,Ryouti
象徴,象徴,1,8,Syoutyou
対仏,対仏,1,7,Taihutu
コルシカ,コルシカ,1,8,Korusika
砲兵,砲兵,1,6,Houhei
将校,将校,1,7,Syoukou
ボナパルト,ボナパルト,1,10,Bonaparuto
先史,先史,1,5,Sensi
立石,立石,1,8,Rissyaku
ハリケーン,ハリケーン,1,8,Harikeen
平ら,平ら,1,5,Daira
島々,島々,1,8,Simazima
断層,断層,1,6,Dansou
仮説,仮説,1,6,Kasetu
因子,因子,1,4,Insi
ヴィラ,ヴィラ,1,4,Vira
ペルッカ,ペルッカ,1,7,Perukka
馬,馬,1,3,Uma
北東,北東,1,7,Hokutou
隣,隣,1,6,Tonari
ヘクタール,ヘクタール,1,9,Hekutaaru
火事,火事,1,4,Kazi
スタンド,スタンド,1,7,Sutando
厩舎,厩舎,1,7,Kyuusya
パウロ,パウロ,1,5,Pauro
バチカン,バチカン,1,7,Batikan
犯行,犯行,1,6,Hankou
取り除か,取り除か,1,10,Torinozoka
硬貨,硬貨,1,5,Kouka
コレクター,コレクター,1,9,Korekutaa
本質,本質,1,7,Honsitu
貨幣,貨幣,1,5,Kahei
重視,重視,1,6,Zyuusi
内側,内側,1,7,Utigawa
フェリーニ,フェリーニ,1,8,Herii ni
サンチェス,サンチェス,1,8,San tesu
ピアフ,ピアフ,1,5,Piahu
上方,上方,1,8,Kamigata
天然,天然,1,6,Tennen
資源,資源,1,5,Sigen
達成,達成,1,6,Tassei
打ち立て,打ち立て,1,7,Utitate
デビッド,デビッド,1,7,Debiddo
退職,退職,1,8,Taisyoku
他者,他者,1,5,Tasya
除外,除外,1,6,Zyogai
古く,古く,1,6,Huruku
得する,得する,1,8,Tokusuru
キーボード,キーボード,1,8,Kiiboodo
噂,噂,1,5,Uwasa
充足,充足,1,8,Zyuusoku
審問,審問,1,6,Sinmon
タッチ,タッチ,1,5,Tatti
バー,バー,1,3,Baa
はっきり,はっきり,1,7,Hakkiri
写っ,写っ,1,3,Utu
スエーデン,スエーデン,1,7,Sueeden
繁殖,繁殖,1,8,Hansyoku
上陸,上陸,1,8,Zyouriku
パーカー,パーカー,1,6,Paakaa
秘密,秘密,1,6,Himitu
部員,部員,1,4,Buin
小麦,小麦,1,6,Komugi
石油,石油,1,6,Sekiyu
交換,交換,1,6,Koukan
アルジャダーン,アルジャダーン,1,10,Aruzyadaan
ガース,ガース,1,5,Gaasu
ジェニングス,ジェニングス,1,9,Zeningusu
友達,友達,1,8,Tomodati
銀河,銀河,1,5,Ginga
ヒッチハイク,ヒッチハイク,1,10,Hittihaiku
ガイド,ガイド,1,5,Gaido
リトル,リトル,1,6,Ritoru
ランボーズ,ランボーズ,1,9,Ran boozu
言動,言動,1,6,Gendou
減らす,減らす,1,6,Herasu
冒頭,冒頭,1,6,Boutou
カ国,カ国,1,6,Kakoku
案,案,1,2,An
宗主,宗主,1,6,Sousyu
設ける,設ける,1,7,Moukeru
繋がり,繋がり,1,8,Tunagari
失う,失う,1,6,Usinau
関わら,関わら,1,8,Kakawara
狭め,狭め,1,6,Sebame
サラマーン,サラマーン,1,9,Sara maan
老練,老練,1,6,Rouren
財務,財務,1,5,Zaimu
モハンマド,モハンマド,1,9,Mohanmado
一時,一時,1,5,Itizi
あらまし,あらまし,1,7,Aramasi
手がけ,手がけ,1,6,Tegake
相応しい,相応しい,1,9,Husawasii
ひとり,ひとり,1,6,Hitori
手探り,手探り,1,8,Tesaguri
ゆく,ゆく,1,4,Yuku
不思議,不思議,1,6,Husigi
アヒル,アヒル,1,5,Ahiru
一群,一群,1,6,Itigun
席巻,席巻,1,6,Sekken
フォロー,フォロー,1,5,Horoo
シナリオ,シナリオ,1,7,Sinario
馬鹿馬鹿しい,馬鹿馬鹿しい,1,11,Bakabakasii
何百,何百,1,8,Nanbyaku
アプリ,アプリ,1,5,Apuri
償還,償還,1,7,Syoukan
秒間,秒間,1,7,Byoukan
オーストラリアン,オーストラリアン,1,12,Oosutorarian
大騒ぎ,大騒ぎ,1,8,Oosawagi
ファイナル,ファイナル,1,7,Hainaru
セリーナ,セリーナ,1,7,Seriina
ジャメカ,ジャメカ,1,7,Zyameka
ウィリアムズ,ウィリアムズ,1,8,Iriamuzu
喫し,喫し,1,5,Kissi
目覚まし,目覚まし,1,8,Mezamasi
時計,時計,1,5,Tokei
格闘,格闘,1,7,Kakutou
バラック,バラック,1,7,Barakku
気味,気味,1,4,Gimi
荒廃,荒廃,1,6,Kouhai
クレッチュマー,クレッチュマー,1,11,Kurettyumaa
たろう,たろう,1,5,Tarou
欠席,欠席,1,7,Kesseki
通知,通知,1,5,Tuuti
違う,違う,1,5,Tigau
やめれ,やめれ,1,6,Yamere
労使,労使,1,5,Rousi
見地,見地,1,5,Kenti
旧弊,旧弊,1,7,Kyuuhei
自己,自己,1,4,Ziko
エリート,エリート,1,6,Eriito
不調,不調,1,6,Hutyou
クーン,クーン,1,4,Kuun
振る,振る,1,4,Buru
不審,不審,1,5,Husin
危機,危機,1,4,Kiki
魅惑,魅惑,1,6,Miwaku
モンスター,モンスター,1,8,Monsutaa
マッシュ,マッシュ,1,6,Massyu
オルガン,オルガン,1,6,Orugan
演奏,演奏,1,5,Ensou
ボイスト,ボイスト,1,8,Boisu to
不備,不備,1,4,Hubi
サイモン,サイモン,1,6,Saimon
仲間,仲間,1,6,Nakama
コンセプチュアル,コンセプチュアル,1,13,Konseputyuaru
ペドロ,ペドロ,1,6,Pedoro
ジョーン,ジョーン,1,5,Zyoon
オフ,オフ,1,3,Ohu
モントリオール,モントリオール,1,11,Montoriooru
ゲスト,ゲスト,1,6,Gesuto
アナウンサー,アナウンサー,1,8,Anaunsaa
前回,前回,1,6,Zenkai
シード,シード,1,5,Siido
エラニ,エラニ,1,6,Era ni
ブシャール,ブシャール,1,8,Busyaaru
セシリー,セシリー,1,7,Sesirii
プランタジネット,プランタジネット,1,14,Purantazinetto
エドワード,エドワード,1,8,Edowaado
ゴーント,ゴーント,1,6,Goonto
麗し,麗し,1,7,Uruwasi
騎士,騎士,1,4,Kisi
弟子,弟子,1,4,Desi
塔,塔,1,3,Tou
女優,女優,1,6,Zyoyuu
グロリア,グロリア,1,7,Guroria
ホールデン,ホールデン,1,8,Hooruden
離婚,離婚,1,5,Rikon
熱い,熱い,1,4,Atui
恋心,恋心,1,9,Koigokoro
抱き,抱き,1,5,Idaki
オードリー,オードリー,1,7,Oodorii
持ち帰っ,持ち帰っ,1,7,Motikae
ラジウム,ラジウム,1,7,Raziumu
円盤,円盤,1,5,Enban
進化,進化,1,5,Sinka
モーモネ,モーモネ,1,7,Moomone
街,街,1,3,Gai
歌っ,歌っ,1,3,Uta
マルセル,マルセル,1,8,Maruseru
部屋,部屋,1,4,Heya
残さ,残さ,1,5,Zansa
スミス,スミス,1,6,Sumisu
忘れ去ら,忘れ去ら,1,10,Wasuresara
小説,小説,1,8,Syousetu
スカイラーク,スカイラーク,1,10,Sukairaaku
前兆,前兆,1,7,Zentyou
メイヤー,メイヤー,1,6,Meiyaa
プレッシャー,プレッシャー,1,9,Puressyaa
学ぶ,学ぶ,1,6,Manabu
基づく,基づく,1,8,Motozuku
イレーヌ,イレーヌ,1,6,Ireenu
メリット,メリット,1,7,Meritto
ハンス,ハンス,1,5,Hansu
ペテルソン,ペテルソン,1,10,Peteru son
原料,原料,1,7,Genryou
アルファ,アルファ,1,5,Aruha
放出,放出,1,8,Housyutu
改良,改良,1,7,Kairyou
ヘプバーン,ヘプバーン,1,8,Hepubaan
サブリナ,サブリナ,1,8,Saburina
コンテ,コンテ,1,5,Konte
取り付け,取り付け,1,8,Torituke
なれ,なれ,1,4,Nare
神学,神学,1,7,Singaku
未来,未来,1,5,Mirai
テネシー,テネシー,1,7,Tenesii
ナッシュビル,ナッシュビル,1,11,Nassyu biru
移し,移し,1,5,Utusi
置い,置い,1,2,Oi
尊敬,尊敬,1,6,Sonkei
ガムソン,ガムソン,1,8,Gamu son
スクリッティ,スクリッティ,1,9,Sukuritti
ポリッティ,ポリッティ,1,7,Poritti
明かし,明かし,1,5,Akasi
ハンフリー,ハンフリー,1,8,Hanhurii
伝わっ,伝わっ,1,6,Tutawa
もう,もう,1,3,Mou
気,気,1,2,Ge
信じよう,信じよう,1,8,Sinziyou
脇,脇,1,4,Waki
ドーセット,ドーセット,1,9,Doo setto
プール,プール,1,5,Puuru
サマセット,サマセット,1,10,Sama setto
ウェルズ,ウェルズ,1,5,Eruzu
コミック,コミック,1,7,Komikku
ブック,ブック,1,5,Bukku
黙示,黙示,1,6,Mokusi
備わっ,備わっ,1,6,Sonawa
本来,本来,1,6,Honrai
神秘,神秘,1,5,Sinpi
ボガート,ボガート,1,7,Bogaato
気楽,気楽,1,6,Kiraku
プレイ,プレイ,1,5,Purei
ボーイ,ボーイ,1,4,Booi
弟役,弟役,1,10,Otoutoyaku
現職,現職,1,8,Gensyoku
ジミー,ジミー,1,5,Zimii
カーター,カーター,1,6,Kaataa
イラン,イラン,1,4,Iran
人質,人質,1,8,Hitoziti
議席,議席,1,6,Giseki
留まっ,留まっ,1,4,Toma
退院,退院,1,5,Taiin
暗殺,暗殺,1,6,Ansatu
未遂,未遂,1,5,Misui
生き残っ,生き残っ,1,7,Ikinoko
現役,現役,1,7,Gen'eki
着手,着手,1,8,Tyakusyu
ブロッホ,ブロッホ,1,7,Burohho
マルクス,マルクス,1,8,Marukusu
原則,原則,1,7,Gensoku
途方,途方,1,5,Tohou
願い,願い,1,5,Negai
信じる,信じる,1,7,Sinziru
石灰,石灰,1,6,Sekkai
墓,墓,1,4,Haka
取り下げる,取り下げる,1,10,Torisageru
値上がり,値上がり,1,7,Neagari
メストレ,メストレ,1,9,Mesu tore
付加,付加,1,4,Huka
税,税,1,3,Zei
数値,数値,1,5,Suuti
単一,単一,1,7,Tan'itu
通貨,通貨,1,5,Tuuka
コラード,コラード,1,7,Koraado
パッセラ,パッセラ,1,7,Pa sera
態度,態度,1,5,Taido
オファー,オファー,1,4,Ohaa
上述,上述,1,9,Zyouzyutu
手伝う,手伝う,1,7,Tetudau
特権,特権,1,6,Tokken
代案,代案,1,5,Daian
去る,去る,1,4,Saru
記し,記し,1,6,Sirusi
会合,会合,1,6,Kaigou
語ら,語ら,1,6,Katara
フランシス,フランシス,1,9,Huransisu
カサ,カサ,1,4,Kasa
マルタ,マルタ,1,6,Maruta
ズッカーバーグ,ズッカーバーグ,1,11,Zukkaabaagu
トレ,トレ,1,4,Tore
ガソリン,ガソリン,1,7,Gasorin
渡さ,渡さ,1,6,Watasa
バウチャー,バウチャー,1,7,Bautyaa
支給,支給,1,6,Sikyuu
考慮,考慮,1,6,Kouryo
入れよう,入れよう,1,6,Ireyou
社員,社員,1,5,Syain
提言,提言,1,6,Teigen
審議,審議,1,5,Singi
フィガロ,フィガロ,1,6,Higaro
証券,証券,1,7,Syouken
投じ,投じ,1,5,Touzi
良く,良く,1,4,Yoku
カステル,カステル,1,8,Kasuteru
フランコ,フランコ,1,7,Huranko
ヴェネト,ヴェネト,1,6,Veneto
性向,性向,1,6,Seikou
教徒,教徒,1,7,Osie to
身近,身近,1,6,Mizika
繊維,繊維,1,5,Sen'i
権利,権利,1,5,Kenri
マドリッド,マドリッド,1,9,Madoriddo
思え,思え,1,4,Omoe
全的,全的,1,7,Zenteki
絶対,絶対,1,6,Zettai
シェパード,シェパード,1,7,Sepaado
当該,当該,1,6,Tougai
運転,運転,1,5,Unten
思考,思考,1,5,Sikou
休息,休息,1,8,Kyuusoku
課題,課題,1,5,Kadai
アンヘル,アンヘル,1,7,An heru
ピンタド,ピンタド,1,7,Pintado
会計,会計,1,6,Kaikei
失業,失業,1,8,Situgyou
下回り,下回り,1,10,Sitamawari
陣,陣,1,3,Zin
さらさ,さらさ,1,6,Sarasa
強行,強行,1,7,Kyoukou
ファティマ,ファティマ,1,6,Hatima
バニェス,バニェス,1,6,Banesu
誇り,誇り,1,6,Hokori
熱々,熱々,1,6,Atuatu
オートバイ,オートバイ,1,7,Ootobai
ジャガイモ,ジャガイモ,1,8,Zyagaimo
国防,国防,1,7,Kokubou
月曜,月曜,1,7,Getuyou
総長,総長,1,7,Soutyou
コスペダル,コスペダル,1,11,Kosu pedaru
おかげ,おかげ,1,5,Okage
全員,全員,1,6,Zen'in
昨日,昨日,1,5,Kinou
送ろう,送ろう,1,6,Okurou
バロン,バロン,1,5,Baron
クラレット,クラレット,1,9,Kuraretto
デュラン,デュラン,1,6,Dyuran
次官,次官,1,5,Zikan
マロート,マロート,1,7,Marooto
ハビエル,ハビエル,1,7,Habieru
ヘルメット,ヘルメット,1,9,Herumetto
事例,事例,1,5,Zirei
バレンティーノ,バレンティーノ,1,10,Barentiino
ロッシ,ロッシ,1,5,Rossi
ヒューマノイド,ヒューマノイド,1,11,Hyuumanoido
ロボット,ロボット,1,7,Robotto
理事,理事,1,4,Rizi
ウォール,ウォール,1,4,Ooru
シリコンバレー,シリコンバレー,1,13,Sirikon baree
続々,続々,1,8,Zokuzoku
増える,増える,1,5,Hueru
アマゾン,アマゾン,1,6,Amazon
時価,時価,1,4,Zika
総額,総額,1,7,Sougaku
マウンテン,マウンテン,1,7,Maunten
ビュー,ビュー,1,4,Byuu
サミット,サミット,1,7,Samitto
プライベート,プライベート,1,10,Puraibeeto
出席,出席,1,8,Syusseki
マドリード,マドリード,1,9,Madoriido
知事,知事,1,4,Tizi
クリスティーナ,クリスティーナ,1,11,Kurisutiina
シフエンテス,シフエンテス,1,10,Sihuentesu
差し引い,差し引い,1,7,Sasihii
上訴,上訴,1,6,Zyouso
棄却,棄却,1,7,Kikyaku
ルーカス,ルーカス,1,7,Ruukasu
在任,在任,1,6,Zainin
含め,含め,1,6,Hukume
謝罪,謝罪,1,6,Syazai
再生,再生,1,6,Saisei
総裁,総裁,1,6,Sousai
洋上,洋上,1,7,Youzyou
風力,風力,1,8,Huuryoku
うる,うる,1,3,Uru
株価,株価,1,6,Kabuka
好,好,1,3,Kou
景気,景気,1,5,Keiki
クラナッハ,クラナッハ,1,9,Kuranahha
大審,大審,1,6,Daisin
父,父,1,4,Titi
絵画,絵画,1,5,Kaiga
引く,引く,1,4,Hiku
従っ,従っ,1,6,Sitaga
退屈,退屈,1,7,Taikutu
徴候,徴候,1,7,Tyoukou
消え,消え,1,3,Kie
通信,通信,1,6,Tuusin
アーチスト,アーチスト,1,8,Aatisuto
会員,会員,1,5,Kaiin
有効,有効,1,6,Yuukou
夫,夫,1,4,Otto
内紛,内紛,1,6,Naihun
同士,同士,1,5,Dousi
取引,取引,1,8,Torihiki
作者,作者,1,7,Sakusya
業者,業者,1,7,Gyousya
極めて,極めて,1,8,Kiwamete
言葉少な,言葉少な,1,12,Kotobazukuna
事故,事故,1,4,Ziko
ラリーバンス,ラリーバンス,1,10,Rariibansu
沈む,沈む,1,6,Sizumu
海上,海上,1,7,Kaizyou
不時,不時,1,4,Huzi
着,着,1,2,Ki
シュピーゲル,シュピーゲル,1,10,Syupiigeru
タンザニア,タンザニア,1,8,Tanzania
洗浄,洗浄,1,7,Senzyou
