,word,frequency,n_characters
युनिवर्सिएड,युनिवर्सिएड,1,11
मेजबानी,मेजबानी,1,7
क्रैस्नोयार्स्क,क्रैस्नोयार्स्क,1,15
राशियों,राशियों,1,7
देय,देय,1,3
जोड़ते,जोड़ते,1,6
हिन्द,हिन्द,1,5
मालदीव,मालदीव,1,6
ग्रेनाइट,ग्रेनाइट,1,8
सेशल्स,सेशल्स,1,6
टिमोन,टिमोन,1,5
मुफ्त,मुफ्त,1,5
स्कॉटलैंड,स्कॉटलैंड,1,9
अपर्याप्त,अपर्याप्त,1,9
तर्क,तर्क,1,4
बर्गेरॉन,बर्गेरॉन,1,8
पेश,पेश,1,3
फ्रैंको,फ्रैंको,1,7
मोनेगास्क,मोनेगास्क,1,9
शाखा,शाखा,1,4
मुखिया,मुखिया,1,6
राज्यमंत्री,राज्यमंत्री,1,11
विमानन,विमानन,1,6
सदस्यीय,सदस्यीय,1,7
सेक्सिस्ट,सेक्सिस्ट,1,9
अध्यक्षता,अध्यक्षता,1,9
गश्ती,गश्ती,1,5
पाएओनियन्स,पाएओनियन्स,1,10
नौकाओं,नौकाओं,1,6
हेलीकॉप्टर,हेलीकॉप्टर,1,10
हार्डवेयर,हार्डवेयर,1,9
नस्लवादी,नस्लवादी,1,8
देखेंगे,देखेंगे,1,7
फॉंटविएली,फॉंटविएली,1,9
आयरलैंड,आयरलैंड,1,7
भेजेगा,भेजेगा,1,6
बेघर,बेघर,1,4
मोनैको,मोनैको,1,6
स्माराग्दिस,स्माराग्दिस,1,11
यान्नी,यान्नी,1,6
निर्देशन,निर्देशन,1,8
व्याख्या,व्याख्या,1,8
मेसिडोनिया,मेसिडोनिया,1,10
लाब्रोक्का,लाब्रोक्का,1,10
एमिन्टास,एमिन्टास,1,8
प्रभुता,प्रभुता,1,7
जेसी,जेसी,1,4
फारस,फारस,1,4
बहु,बहु,1,3
अचानक,अचानक,1,5
संस्थापक,संस्थापक,1,8
फोरम्स,फोरम्स,1,6
हैक,हैक,1,3
परिस्थितियों,परिस्थितियों,1,12
फारसी,फारसी,1,5
कम्पनी,कम्पनी,1,6
एथिना,एथिना,1,5
एस्टी,एस्टी,1,5
चीफ,चीफ,1,3
ग्रीको,ग्रीको,1,6
ब्लैडर,ब्लैडर,1,6
सिविल,सिविल,1,5
केले,केले,1,4
सर्दियों,सर्दियों,1,8
व्यापर,व्यापर,1,6
सेवाएं,सेवाएं,1,6
क्रीमिया,क्रीमिया,1,8
घाटे,घाटे,1,4
सुर्खियों,सुर्खियों,1,9
गर्भनिरोधक,गर्भनिरोधक,1,10
मासिक,मासिक,1,5
बदलेगी,बदलेगी,1,6
तुम,तुम,1,3
जताई,जताई,1,4
खुदरा,खुदरा,1,5
प्रस्तावित,प्रस्तावित,1,10
इयॉन,इयॉन,1,4
स्थायी,स्थायी,1,6
फिक्स्ड,फिक्स्ड,1,7
रेट,रेट,1,3
संयोजन,संयोजन,1,6
एवरो,एवरो,1,4
एनर्जी,एनर्जी,1,6
सोनी,सोनी,1,4
थोक,थोक,1,3
कायम,कायम,1,4
मूत्राशय,मूत्राशय,1,8
कंसर्ट,कंसर्ट,1,6
युरो,युरो,1,4
व्लादिवोस्तक,व्लादिवोस्तक,1,12
मेगरिम,मेगरिम,1,6
प्लेस,प्लेस,1,5
सोल,सोल,1,3
धोना,धोना,1,4
कॉड,कॉड,1,3
मुआवजे,मुआवजे,1,6
दावों,दावों,1,5
श्री,श्री,1,4
दुकानदारों,दुकानदारों,1,10
हर्बर्ट,हर्बर्ट,1,7
डिएस,डिएस,1,4
मेकर,मेकर,1,4
आयरिश,आयरिश,1,5
चेयरमैन,चेयरमैन,1,7
प्रोन्नत,प्रोन्नत,1,8
मछलियां,मछलियां,1,7
घराने,घराने,1,5
ब्रेक्जिट,ब्रेक्जिट,1,9
सिंपल,सिंपल,1,5
सेलेक्ट,सेलेक्ट,1,7
महंगा,महंगा,1,5
विधायक,विधायक,1,6
एडिडास,एडिडास,1,6
तैर,तैर,1,3
कचरे,कचरे,1,4
हवाले,हवाले,1,5
पूछेंगे,पूछेंगे,1,7
स्वच्छ,स्वच्छ,1,6
सैटरडे,सैटरडे,1,6
मिडिल,मिडिल,1,5
गिराए,गिराए,1,5
मोरक्को,मोरक्को,1,7
भाग्य,भाग्य,1,5
प्लास्टिक,प्लास्टिक,1,9
गलत,गलत,1,3
पुनर्वसन,पुनर्वसन,1,8
रिहैब,रिहैब,1,5
एनएचएस,एनएचएस,1,6
अनुसंधानकर्ताओं,अनुसंधानकर्ताओं,1,15
वयस्क,वयस्क,1,5
परिसंपत्तियों,परिसंपत्तियों,1,13
मुकदमेबाजी,मुकदमेबाजी,1,10
स्टर्लिंग,स्टर्लिंग,1,9
डेमोक्रेटिक,डेमोक्रेटिक,1,11
पाल,पाल,1,3
प्रतिवर्ष,प्रतिवर्ष,1,9
परियोजना,परियोजना,1,8
सोच,सोच,1,3
सकेगा,सकेगा,1,5
रास्तों,रास्तों,1,7
कोष,कोष,1,3
निधियों,निधियों,1,7
उमड़े,उमड़े,1,5
गोरे,गोरे,1,4
अवीवा,अवीवा,1,5
इन्वेस्टर्स,इन्वेस्टर्स,1,11
मल्टी,मल्टी,1,5
स्ट्रेटजी,स्ट्रेटजी,1,9
टार्गेट,टार्गेट,1,7
रिटर्न,रिटर्न,1,6
कोषों,कोषों,1,5
गुंजाइश,गुंजाइश,1,7
बिलयन,बिलयन,1,5
दसियों,दसियों,1,6
पोलक,पोलक,1,4
ततैया,ततैया,1,5
कोकून,कोकून,1,5
प्यूपा,प्यूपा,1,6
स्वादिष्ट,स्वादिष्ट,1,9
भैंस,भैंस,1,4
फेफड़ा,फेफड़ा,1,6
सुपारी,सुपारी,1,6
छाल,छाल,1,3
जरूरी,जरूरी,1,5
कैटफिश,कैटफिश,1,6
संभालना,संभालना,1,7
कुएरन,कुएरन,1,5
हस्तांतरण,हस्तांतरण,1,9
दूरगामी,दूरगामी,1,7
लोक,लोक,1,3
अंग,अंग,1,3
अनुसंधानकर्ता,अनुसंधानकर्ता,1,13
दलील,दलील,1,4
लॉलीपॉप,लॉलीपॉप,1,7
चावल,चावल,1,4
ब्राउज,ब्राउज,1,6
संवेदनशील,संवेदनशील,1,9
अवधारणा,अवधारणा,1,7
ट्रैप,ट्रैप,1,5
अगला,अगला,1,4
पड़ाव,पड़ाव,1,5
बूबी,बूबी,1,4
बेलिंघम,बेलिंघम,1,7
भ्रमित,भ्रमित,1,6
आकर,आकर,1,3
रखते,रखते,1,4
मीनारों,मीनारों,1,7
फायरवॉल,फायरवॉल,1,7
ग्रेविटी,ग्रेविटी,1,8
टोपी,टोपी,1,4
गार्ड,गार्ड,1,5
प्रणालियों,प्रणालियों,1,10
टैपर,टैपर,1,4
हथौड़े,हथौड़े,1,6
डिब्बे,डिब्बे,1,6
पदभार,पदभार,1,5
घृणा,घृणा,1,4
चलीं,चलीं,1,4
गर्भनिरोधकों,गर्भनिरोधकों,1,12
कार्लो,कार्लो,1,6
बेनॉइत,बेनॉइत,1,6
पेयरे,पेयरे,1,5
खेलना,खेलना,1,5
खोजने,खोजने,1,5
अगोरा,अगोरा,1,5
किल्टर,किल्टर,1,6
पकड़,पकड़,1,4
दौरा,दौरा,1,4
डेविस,डेविस,1,5
निर्बलता,निर्बलता,1,8
वार्षिक,वार्षिक,1,7
डॉ,डॉ,1,2
सखालिन,सखालिन,1,6
चिंताएं,चिंताएं,1,7
होपले,होपले,1,5
कामचत्का,कामचत्का,1,8
नजरअंदाज,नजरअंदाज,1,8
खबरों,खबरों,1,5
मोंटे,मोंटे,1,5
तरीका,तरीका,1,5
जानते,जानते,1,5
खेलते,खेलते,1,5
सारी,सारी,1,4
एसोसिएटेड,एसोसिएटेड,1,9
एंड्र्यू,एंड्र्यू,1,8
राष्ट्रीयता,राष्ट्रीयता,1,11
अस्वीकृति,अस्वीकृति,1,9
सपना,सपना,1,4
सर्बिया,सर्बिया,1,7
सुलभ,सुलभ,1,4
हावी,हावी,1,4
ड्रॉ,ड्रॉ,1,4
कराने,कराने,1,5
आर्ट्स,आर्ट्स,1,6
आसानी,आसानी,1,5
मार्शल,मार्शल,1,6
आपकी,आपकी,1,4
कमजोरी,कमजोरी,1,6
बेलग्रेड,बेलग्रेड,1,8
निराश,निराश,1,5
दंडित,दंडित,1,5
नौ,नौ,1,2
बीम,बीम,1,3
विन्टुअर,विन्टुअर,1,8
मापा,मापा,1,4
प्रकट,प्रकट,1,5
नियमों,नियमों,1,6
भेजी,भेजी,1,4
सोचे,सोचे,1,4
आनन,आनन,1,3
फानन,फानन,1,4
सीधा,सीधा,1,4
अटैचमेंट,अटैचमेंट,1,8
अराजकता,अराजकता,1,7
मूंद,मूंद,1,4
क्लिक,क्लिक,1,5
सामान,सामान,1,5
उल्लंघनों,उल्लंघनों,1,9
दुर्भावनापूर्ण,दुर्भावनापूर्ण,1,14
खाने,खाने,1,4
स्कूली,स्कूली,1,6
पंजीकृत,पंजीकृत,1,7
शान्त,शान्त,1,5
बाधा,बाधा,1,4
दफनाने,दफनाने,1,6
धूप,धूप,1,3
कोटिंग,कोटिंग,1,6
चलन,चलन,1,3
सिगरेटों,सिगरेटों,1,8
आरएचएस,आरएचएस,1,6
साउथ,साउथ,1,4
टावर,टावर,1,4
इंटीरियर,इंटीरियर,1,8
डिजाइनर,डिजाइनर,1,7
राशेल,राशेल,1,5
विन्हैम,विन्हैम,1,7
अपार्टमेंट,अपार्टमेंट,1,10
देखी,देखी,1,4
स्पर्श,स्पर्श,1,6
मोटोक्रॉस,मोटोक्रॉस,1,9
फिल्माया,फिल्माया,1,8
जुनून,जुनून,1,5
चश्मा,चश्मा,1,5
मुकदमा,मुकदमा,1,6
हत्याओं,हत्याओं,1,7
परिदृश्य,परिदृश्य,1,8
भंडारण,भंडारण,1,6
फ्लॉक,फ्लॉक,1,5
बेच,बेच,1,3
व्यावसायिक,व्यावसायिक,1,10
हार्ले,हार्ले,1,6
डेविडसन,डेविडसन,1,7
बताई,बताई,1,4
फ्रैंक,फ्रैंक,1,6
वायदा,वायदा,1,5
सट्टा,सट्टा,1,5
अस्ट्रेलियाई,अस्ट्रेलियाई,1,12
मामूली,मामूली,1,6
संचित,संचित,1,5
ग्राउंड,ग्राउंड,1,7
पहाड़,पहाड़,1,5
श्रेय,श्रेय,1,5
फ्राइड,फ्राइड,1,6
चिकेन,चिकेन,1,5
अतृप्त,अतृप्त,1,6
भूख,भूख,1,3
केएफसी,केएफसी,1,6
पैरेंट,पैरेंट,1,6
यम,यम,1,2
इलेक्ट्रिक,इलेक्ट्रिक,1,10
हंस,हंस,1,3
डच,डच,1,2
जीरो,जीरो,1,4
आडंबरपूर्ण,आडंबरपूर्ण,1,10
अहंकारी,अहंकारी,1,7
जहरीला,जहरीला,1,6
वैयक्तिक,वैयक्तिक,1,8
डाले,डाले,1,4
फ्लोरिडावासी,फ्लोरिडावासी,1,12
जीओपी,जीओपी,1,5
अनुपस्थित,अनुपस्थित,1,9
आरम्भ,आरम्भ,1,5
सिंहासनों,सिंहासनों,1,9
सराही,सराही,1,5
कार्यालय,कार्यालय,1,8
अंकुरित,अंकुरित,1,7
विंड्स,विंड्स,1,6
विंटर,विंटर,1,5
ड्रीम,ड्रीम,1,5
स्प्रिंग,स्प्रिंग,1,8
फर्श,फर्श,1,4
सत्तर,सत्तर,1,5
माइक,माइक,1,4
बांधने,बांधने,1,6
दोषी,दोषी,1,4
पैकहम,पैकहम,1,5
रेडियो,रेडियो,1,6
प्रस्तुतकर्ता,प्रस्तुतकर्ता,1,13
टीवी,टीवी,1,4
समसामयिक,समसामयिक,1,8
एवरी,एवरी,1,4
दें,दें,1,3
मनोरंजक,मनोरंजक,1,7
डुबोया,डुबोया,1,6
फीचर,फीचर,1,4
फिल्में,फिल्में,1,7
पिटीशन,पिटीशन,1,6
कैंसर,कैंसर,1,5
हॉलीवुड,हॉलीवुड,1,7
आरएसबीपी,आरएसबीपी,1,8
विमुख,विमुख,1,5
पट्टी,पट्टी,1,5
ग्लेंडा,ग्लेंडा,1,7
कांपते,कांपते,1,6
तन,तन,1,2
आंका,आंका,1,4
खेलेंगे,खेलेंगे,1,7
पिछला,पिछला,1,5
चलिये,चलिये,1,5
मरात,मरात,1,4
सेड,सेड,1,3
पागलखाने,पागलखाने,1,8
निभाकर,निभाकर,1,6
आरएससी,आरएससी,1,6
समकालीन,समकालीन,1,7
उसमें,उसमें,1,5
हाई,हाई,1,3
आघात,आघात,1,4
तरंगों,तरंगों,1,6
शॉकवेव,शॉकवेव,1,6
आयाम,आयाम,1,4
गर्दन,गर्दन,1,5
नसें,नसें,1,4
लाइसेंसिंग,लाइसेंसिंग,1,10
त्वचा,त्वचा,1,5
चेहरे,चेहरे,1,5
वैसा,वैसा,1,4
अजीबोगरीब,अजीबोगरीब,1,9
हरकत,हरकत,1,4
ओडी,ओडी,1,3
जीवनकाल,जीवनकाल,1,7
पहनने,पहनने,1,5
धूम्रपान,धूम्रपान,1,8
जिमर,जिमर,1,4
हीरो,हीरो,1,4
म्युजेज,म्युजेज,1,7
खरीदने,खरीदने,1,6
हैरानी,हैरानी,1,6
वाग्देवी,वाग्देवी,1,8
मजबूरी,मजबूरी,1,6
निभाना,निभाना,1,6
अपराध,अपराध,1,5
घटित,घटित,1,4
संडरलैंड,संडरलैंड,1,8
गांव,गांव,1,4
दिखती,दिखती,1,5
रहूंगा,रहूंगा,1,6
मिलता,मिलता,1,5
मिलिकन,मिलिकन,1,6
शूटिंग,शूटिंग,1,6
चित्ताकर्षक,चित्ताकर्षक,1,11
नॉट,नॉट,1,3
भरा,भरा,1,3
संतुलित,संतुलित,1,7
कर्म,कर्म,1,4
सच्चा,सच्चा,1,5
जेफ,जेफ,1,3
अपराह्न,अपराह्न,1,7
बनावटी,बनावटी,1,6
निस्संदेह,निस्संदेह,1,9
बॉब,बॉब,1,3
सतत,सतत,1,3
दोषमुक्त,दोषमुक्त,1,8
बिल्ली,बिल्ली,1,6
पाजामा,पाजामा,1,6
साबित,साबित,1,5
लॉबी,लॉबी,1,4
कारनामे,कारनामे,1,7
अकल्पनीय,अकल्पनीय,1,8
विशिष्ट,विशिष्ट,1,7
पासवर्ड,पासवर्ड,1,7
निकृष्टतम,निकृष्टतम,1,9
रूपों,रूपों,1,5
शिलालेख,शिलालेख,1,7
टाइपसेट,टाइपसेट,1,7
ट्रॉम,ट्रॉम,1,5
जलकर,जलकर,1,4
खांजिर,खांजिर,1,6
जेटल्स,जेटल्स,1,6
कर्नाक,कर्नाक,1,6
मंदिर,मंदिर,1,5
विजित,विजित,1,5
चौदहवी,चौदहवी,1,6
वुड्स,वुड्स,1,5
छलांग,छलांग,1,5
मसौदे,मसौदे,1,5
अमर्ना,अमर्ना,1,6
पत्रों,पत्रों,1,6
गीज़र,गीज़र,1,5
प्रमाणपत्रों,प्रमाणपत्रों,1,12
महीना,महीना,1,5
फोटो,फोटो,1,4
हटाते,हटाते,1,5
एकमत,एकमत,1,4
निष्कर्षों,निष्कर्षों,1,10
अवशेषों,अवशेषों,1,7
संस्कारों,संस्कारों,1,9
यथेष्ट,यथेष्ट,1,6
मान्य,मान्य,1,5
प्रार्थनाओं,प्रार्थनाओं,1,11
अनुरूप,अनुरूप,1,6
महाद्वीपिय,महाद्वीपिय,1,10
नाव,नाव,1,3
उपासना,उपासना,1,6
कल्टिक,कल्टिक,1,6
पत्थरों,पत्थरों,1,7
ई,ई,1,1
कतार,कतार,1,4
मेसेबोट,मेसेबोट,1,7
मिजाज,मिजाज,1,5
साक़िब,साक़िब,1,6
वेदी,वेदी,1,4
वर्गाकार,वर्गाकार,1,8
बेसिन,बेसिन,1,5
मेगालिथ,मेगालिथ,1,7
फाउण्डेशन,फाउण्डेशन,1,9
तर्कसंगत,तर्कसंगत,1,8
बंदर,बंदर,1,4
उद्धरण,उद्धरण,1,6
मिलेनिया,मिलेनिया,1,8
पवित्र,पवित्र,1,6
चार्ल्स,चार्ल्स,1,7
कार्रवाइयों,कार्रवाइयों,1,11
पूर्वप्रभावी,पूर्वप्रभावी,1,12
हमदर्दी,हमदर्दी,1,7
पड़ती,पड़ती,1,5
लीग,लीग,1,3
पर्मा,पर्मा,1,5
कैप्लान,कैप्लान,1,7
ओटोमन,ओटोमन,1,5
कराई,कराई,1,4
खबरें,खबरें,1,5
तैनात,तैनात,1,5
खगोलीय,खगोलीय,1,6
वेधशाला,वेधशाला,1,7
जागते,जागते,1,5
हैब्सबर्ग,हैब्सबर्ग,1,9
शादियां,शादियां,1,7
होटल,होटल,1,4
हिल्स,हिल्स,1,5
सालगिरह,सालगिरह,1,7
शुभ,शुभ,1,3
बनाता,बनाता,1,5
बुद्ध,बुद्ध,1,5
नववर्ष,नववर्ष,1,6
चीनियों,चीनियों,1,7
मनाए,मनाए,1,4
कैलेंडर,कैलेंडर,1,7
वाल्स,वाल्स,1,5
दि,दि,1,2
रूलर,रूलर,1,4
पंद्रह,पंद्रह,1,6
प्रमाण,प्रमाण,1,6
अधूरे,अधूरे,1,5
ब्यूरो,ब्यूरो,1,6
जनगणना,जनगणना,1,6
साक्षात्कर,साक्षात्कर,1,10
बहाने,बहाने,1,5
बेवर्ली,बेवर्ली,1,7
इमानदारी,इमानदारी,1,8
टिप्पणियां,टिप्पणियां,1,10
रोजमर्रे,रोजमर्रे,1,8
रखी,रखी,1,3
न्यूटन,न्यूटन,1,6
इष्ट,इष्ट,1,4
हजार,हजार,1,4
खास,खास,1,3
छिपा,छिपा,1,4
किले,किले,1,4
दबाकर,दबाकर,1,5
एकीकरण,एकीकरण,1,6
बुनियाद,बुनियाद,1,7
गद्दे,गद्दे,1,5
प्राइस,प्राइस,1,6
लातियम,लातियम,1,6
चेहरा,चेहरा,1,5
केस्टेवेन,केस्टेवेन,1,9
बयान,बयान,1,4
परीक्षाओं,परीक्षाओं,1,9
बुद्धिजीवी,बुद्धिजीवी,1,10
ट्रोजन,ट्रोजन,1,6
महाविद्यालय,महाविद्यालय,1,11
कल्पना,कल्पना,1,6
शुक्रवार,शुक्रवार,1,8
लीप,लीप,1,3
कुरिन्थ,कुरिन्थ,1,7
ट्युनिप,ट्युनिप,1,7
अमुरु,अमुरु,1,5
थटमोज,थटमोज,1,5
बर्खास्त,बर्खास्त,1,8
यजीदी,यजीदी,1,5
याद,याद,1,3
कवच,कवच,1,3
लड़ी,लड़ी,1,4
निभाने,निभाने,1,6
एंटिपस,एंटिपस,1,6
हेरेडियस,हेरेडियस,1,8
जेल,जेल,1,3
देखते,देखते,1,5
यरुशलम,यरुशलम,1,6
करदाताओं,करदाताओं,1,8
यीशु,यीशु,1,4
विधान,विधान,1,5
टेस्टामेंट,टेस्टामेंट,1,10
सत्रह,सत्रह,1,5
जीते,जीते,1,4
युद्धभूमि,युद्धभूमि,1,9
देवताओं,देवताओं,1,7
जानवरों,जानवरों,1,7
आक्रामक,आक्रामक,1,7
मांगें,मांगें,1,6
महिलाओं,महिलाओं,1,7
लापरवाही,लापरवाही,1,8
अल्पसंख्यकों,अल्पसंख्यकों,1,12
जोड़,जोड़,1,4
तोड़,तोड़,1,4
एलिस,एलिस,1,4
सलेर्नो,सलेर्नो,1,7
तिबेरियस,तिबेरियस,1,8
वीरगति,वीरगति,1,6
विदाई,विदाई,1,5
प्रजाति,प्रजाति,1,7
इच्छुक,इच्छुक,1,6
चिड़ियाघर,चिड़ियाघर,1,9
उपेक्षापूर्ण,उपेक्षापूर्ण,1,12
अपेक्षाकृत,अपेक्षाकृत,1,10
जिनसे,जिनसे,1,5
ख्याति,ख्याति,1,6
राजदरबार,राजदरबार,1,8
भेजे,भेजे,1,4
पनवलकर,पनवलकर,1,6
अमर,अमर,1,3
जुलियन,जुलियन,1,6
पलट,पलट,1,3
आंद्रे,आंद्रे,1,6
कुओ,कुओ,1,3
प्रशासक,प्रशासक,1,7
योग्यताओं,योग्यताओं,1,9
शीतयुद्ध,शीतयुद्ध,1,8
आंशी,आंशी,1,4
बियान,बियान,1,5
लगाई,लगाई,1,4
नक्शों,नक्शों,1,6
मंत्रालय,मंत्रालय,1,8
सफलतापूर्वक,सफलतापूर्वक,1,11
निकलवाया,निकलवाया,1,8
दुर्जेय,दुर्जेय,1,7
तथ्यात्मक,तथ्यात्मक,1,9
नक्शे,नक्शे,1,5
दूत,दूत,1,3
उगते,उगते,1,4
सूरज,सूरज,1,4
निकालनी,निकालनी,1,7
हार्बर,हार्बर,1,6
एकेयिआई,एकेयिआई,1,7
पहरा,पहरा,1,4
सीमावर्ती,सीमावर्ती,1,9
जॉर्जटाउन,जॉर्जटाउन,1,9
विजय,विजय,1,4
अन्दर,अन्दर,1,5
कैथरिन,कैथरिन,1,6
दुष्प्रचार,दुष्प्रचार,1,10
मेरी,मेरी,1,4
रोमानोव,रोमानोव,1,7
नक,नक,1,2
राजशाही,राजशाही,1,7
आदर्शीकृत,आदर्शीकृत,1,9
अंधा,अंधा,1,4
चालू,चालू,1,4
इफ,इफ,1,2
जातियों,जातियों,1,7
सुखोथाई,सुखोथाई,1,7
उदय,उदय,1,3
सोलहवीं,सोलहवीं,1,7
बक,बक,1,2
एथेनियाई,एथेनियाई,1,8
उसपर,उसपर,1,4
बांटता,बांटता,1,6
लूप्स,लूप्स,1,5
संभाव्यता,संभाव्यता,1,9
पारगमन,पारगमन,1,6
गुरुवार,गुरुवार,1,7
सेफार्डिक,सेफार्डिक,1,9
निष्कासित,निष्कासित,1,9
रूखे,रूखे,1,4
पुर्तगाल,पुर्तगाल,1,8
सीबीसी,सीबीसी,1,6
सटी,सटी,1,3
नेस्तस,नेस्तस,1,6
मेस्ता,मेस्ता,1,6
स्टर्नलीब,स्टर्नलीब,1,9
चुनौतियां,चुनौतियां,1,9
थेसाली,थेसाली,1,6
रिकॉर्डिंग,रिकॉर्डिंग,1,10
थर्मोपिले,थर्मोपिले,1,9
दर्रे,दर्रे,1,5
बीआईडी,बीआईडी,1,6
लाभदायक,लाभदायक,1,7
छोटी,छोटी,1,4
बातों,बातों,1,5
कमर,कमर,1,3
आपदा,आपदा,1,4
भावशून्य,भावशून्य,1,8
चिकित्सकों,चिकित्सकों,1,10
जनसांख्यिकीय,जनसांख्यिकीय,1,12
सांख्यिकीय,सांख्यिकीय,1,10
हिलाने,हिलाने,1,6
प्रसूता,प्रसूता,1,7
कब्रगाहों,कब्रगाहों,1,9
मृतकों,मृतकों,1,6
दफन,दफन,1,3
चौकियों,चौकियों,1,7
पर्चे,पर्चे,1,5
चालीस,चालीस,1,5
सीखते,सीखते,1,5
खेती,खेती,1,4
पशुओं,पशुओं,1,5
चरने,चरने,1,4
पिथेकाउसे,पिथेकाउसे,1,9
कुमे,कुमे,1,4
अन्तर्वस्तु,अन्तर्वस्तु,1,11
नैतिक,नैतिक,1,5
क्लासिकीय,क्लासिकीय,1,9
जुला,जुला,1,4
पुनर्जागरण,पुनर्जागरण,1,10
स्वयंसेवकों,स्वयंसेवकों,1,11
टुकड़ियों,टुकड़ियों,1,9
फ्लोरिडा,फ्लोरिडा,1,8
लैपटॉप,लैपटॉप,1,6
हथियार,हथियार,1,6
रोगियों,रोगियों,1,7
रसद,रसद,1,3
इनफिल,इनफिल,1,5
प्यूअर्टो,प्यूअर्टो,1,9
रिको,रिको,1,4
गुआम,गुआम,1,4
फिलीपींस,फिलीपींस,1,8
जे,जे,1,2
जुटाई,जुटाई,1,5
भरकम,भरकम,1,4
तुलनात्मक,तुलनात्मक,1,9
गिरकर,गिरकर,1,5
मैलियस,मैलियस,1,6
जानने,जानने,1,5
रुडयार्ड,रुडयार्ड,1,8
रोमनीकरण,रोमनीकरण,1,8
प्रशासनिक,प्रशासनिक,1,9
उद्देश्यों,उद्देश्यों,1,10
जुड़ाव,जुड़ाव,1,6
भागों,भागों,1,5
समानताएं,समानताएं,1,8
कराकल्ला,कराकल्ला,1,8
नयां,नयां,1,4
बंटवारा,बंटवारा,1,7
खूबसूरती,खूबसूरती,1,8
पीड़ित,पीड़ित,1,6
इतने,इतने,1,4
बच्चा,बच्चा,1,5
नामकरण,नामकरण,1,6
रोजमर्रा,रोजमर्रा,1,8
फ्लोरेंस,फ्लोरेंस,1,8
गेरार्ड,गेरार्ड,1,7
सार्थक,सार्थक,1,6
साउथसी,साउथसी,1,6
आकस्मिक,आकस्मिक,1,7
समानता,समानता,1,6
उन्हीं,उन्हीं,1,6
प्लेटो,प्लेटो,1,6
संक्रांति,संक्रांति,1,9
विषुव,विषुव,1,5
सूर्योदय,सूर्योदय,1,8
न्यूनतम,न्यूनतम,1,7
मास,मास,1,3
सलाहकारों,सलाहकारों,1,9
मापते,मापते,1,5
महत्व,महत्व,1,5
तथ्यों,तथ्यों,1,6
सौंपना,सौंपना,1,6
युकाटन,युकाटन,1,6
गौरवशाली,गौरवशाली,1,8
अभिभावकों,अभिभावकों,1,9
उद्भव,उद्भव,1,5
सावधानीपूर्वक,सावधानीपूर्वक,1,13
अनुमानों,अनुमानों,1,8
संपादक,संपादक,1,6
व्हीलर,व्हीलर,1,6
आगाह,आगाह,1,4
मोड़,मोड़,1,4
सशस्त्र,सशस्त्र,1,7
साम्प्रदायिक,साम्प्रदायिक,1,12
तनावों,तनावों,1,6
सम्राज्य,सम्राज्य,1,8
सामंजस्यपूर्ण,सामंजस्यपूर्ण,1,13
अरब,अरब,1,3
पोटोमैक,पोटोमैक,1,7
मध्यपूर्व,मध्यपूर्व,1,9
गोंडोला,गोंडोला,1,7
तंत्रिका,तंत्रिका,1,8
परिश्रम,परिश्रम,1,7
पतनशील,पतनशील,1,6
अंशों,अंशों,1,5
डोमिनिकन,डोमिनिकन,1,8
पादरी,पादरी,1,5
हेनरिख,हेनरिख,1,6
क्रेमर,क्रेमर,1,6
साल्जबर्ग,साल्जबर्ग,1,9
आर्कबिशप,आर्कबिशप,1,8
जोड़ने,जोड़ने,1,6
कष्ट,कष्ट,1,4
पुनरुत्थान,पुनरुत्थान,1,10
पगार,पगार,1,4
सुविधाजनक,सुविधाजनक,1,9
लिखने,लिखने,1,5
रुकने,रुकने,1,5
लाहौर,लाहौर,1,5
गजेट,गजेट,1,4
असुविधा,असुविधा,1,7
गवाह,गवाह,1,4
सोचता,सोचता,1,5
जिन,जिन,1,3
पिंग,पिंग,1,4
मेई,मेई,1,3
लेखन,लेखन,1,4
लगेंगे,लगेंगे,1,6
कारकों,कारकों,1,6
आयों,आयों,1,4
परोक्ष,परोक्ष,1,6
पुरुषों,पुरुषों,1,7
गृहयुद्धों,गृहयुद्धों,1,10
लड़ाकू,लड़ाकू,1,6
असमर्थ,असमर्थ,1,6
घेराबंदी,घेराबंदी,1,8
वस्तु,वस्तु,1,5
सिरि,सिरि,1,4
बंट,बंट,1,3
हरे,हरे,1,3
विविधता,विविधता,1,7
पीले,पीले,1,4
नीले,नीले,1,4
एपल,एपल,1,3
चिकित्सीय,चिकित्सीय,1,9
उपचारों,उपचारों,1,7
असिस्टेंट,असिस्टेंट,1,9
बुद्धिमत्ता,बुद्धिमत्ता,1,11
गूगल,गूगल,1,4
समारोहों,समारोहों,1,8
विलो,विलो,1,4
शाखाओं,शाखाओं,1,6
इंटरफेस,इंटरफेस,1,7
लोलैंड,लोलैंड,1,6
पेयजल,पेयजल,1,5
सिंचाई,सिंचाई,1,6
पाप,पाप,1,3
चाहेंगे,चाहेंगे,1,7
गुलाम,गुलाम,1,5
हराने,हराने,1,5
दण्डित,दण्डित,1,6
आर्म,आर्म,1,4
बाएं,बाएं,1,4
करूंगा,करूंगा,1,6
ओडेसा,ओडेसा,1,5
ओब्लास्ट,ओब्लास्ट,1,8
शानदार,शानदार,1,6
मैदानी,मैदानी,1,6
नरम,नरम,1,3
धारदार,धारदार,1,6
टोपोग्राफिक,टोपोग्राफिक,1,11
