,word,frequency,n_characters
漂浮,漂浮,1,2
各地,各地,1,12
廢料,廢料,1,2
鞋子,鞋子,1,4
運氣,運氣,1,2
收費制,收費制,1,15
預付款,預付款,1,7
迪斯,迪斯,1,9
失常,失常,1,6
戴維斯盃,戴維斯盃,1,12
負擔,負擔,1,10
霍普利,霍普利,1,9
風險,風險,1,10
飆升,飆升,1,6
數百億,數百億,1,8
執行官,執行官,1,15
製造廠,製造廠,1,3
赫伯特,赫伯特,1,9
提拔,提拔,1,9
昂貴,昂貴,1,9
脫,脫,1,1
收縮,收縮,1,7
其實,其實,1,9
樂觀,樂觀,1,3
零售,零售,1,2
批發,批發,1,8
受限,受限,1,16
赤字,赤字,1,13
用量,用量,1,6
固定,固定,1,16
威懾,威懾,1,11
迷惑,迷惑,1,10
陷阱,陷阱,1,7
傑夫,傑夫,1,5
發掘,發掘,1,2
法蘭克,法蘭克,1,17
模特,模特,1,2
大笑,大笑,1,4
理所當然,理所當然,1,11
辦公室,辦公室,1,14
景觀,景觀,1,3
一點點,一點點,1,3
溫特,溫特,1,2
一會,一會,1,2
拍到,拍到,1,16
采訪,采訪,1,9
戴上,戴上,1,4
眼鏡,眼鏡,1,2
越野賽,越野賽,1,3
越多,越多,1,7
越,越,1,1
把玩,把玩,1,15
天真,天真,1,5
最壞,最壞,1,2
射擊場,射擊場,1,3
藉機,藉機,1,2
推卸,推卸,1,10
成就展,成就展,1,8
畢業生,畢業生,1,7
北安普頓,北安普頓,1,13
聽到,聽到,1,10
利率,利率,1,8
硫,硫,1,1
土壤,土壤,1,5
快進,快進,1,8
酸雨雲,酸雨雲,1,10
陽光,陽光,1,7
荒誕不經,荒誕不經,1,15
髮指,髮指,1,10
自尊,自尊,1,7
抗爭,抗爭,1,15
噪音,噪音,1,10
五彩繽紛,五彩繽紛,1,8
煩躁,煩躁,1,3
可怕,可怕,1,13
洛克,洛克,1,16
呼吸,呼吸,1,14
充斥,充斥,1,11
復古味,復古味,1,14
陶醉,陶醉,1,2
圖案,圖案,1,2
搬到,搬到,1,9
珠寶,珠寶,1,3
政策部,政策部,1,11
諾特,諾特,1,2
傻子,傻子,1,4
禁令,禁令,1,6
比目魚,比目魚,1,10
鰈魚,鰈魚,1,3
明太魚,明太魚,1,13
聲明,聲明,1,9
購物,購物,1,9
古希臘,古希臘,1,13
集市,集市,1,6
受邀,受邀,1,9
李,李,1,7
博士,博士,1,4
厭惡,厭惡,1,2
輕易,輕易,1,9
野獸,野獸,1,2
開發,開發,1,2
有效,有效,1,7
防御,防御,1,7
需,需,1,1
技能,技能,1,8
脆弱,脆弱,1,2
外來,外來,1,13
防火牆,防火牆,1,11
奏效,奏效,1,10
設置,設置,1,2
龍利魚,龍利魚,1,9
愛爾蘭海,愛爾蘭海,1,5
產,產,1,1
甚麽,甚麽,1,10
授權,授權,1,3
鳥類,鳥類,1,2
領導人們,領導人們,1,5
請願書,請願書,1,3
作者,作者,1,15
艾弗里,艾弗里,1,17
克,克,1,7
帕克漢姆,帕克漢姆,1,24
錯,錯,1,1
那麽,那麽,1,7
中午,中午,1,8
滅絕,滅絕,1,2
摩洛哥,摩洛哥,1,11
日程,日程,1,5
屆時,屆時,1,9
發達,發達,1,2
相互,相互,1,13
抱負,抱負,1,17
提問,提問,1,2
訴訟,訴訟,1,2
捕撈,捕撈,1,2
上限,上限,1,11
欺凌,欺凌,1,2
訪談,訪談,1,2
刺激,刺激,1,9
自行,自行,1,12
發,發,1,1
有用,有用,1,11
超能力,超能力,1,4
方案,方案,1,5
盈利,盈利,1,16
情報,情報,1,2
認證,認證,1,2
設立,設立,1,6
質疑,質疑,1,2
此前,此前,1,15
撰稿人,撰稿人,1,4
噴氣機,噴氣機,1,3
硬件,硬件,1,7
殲擊機,殲擊機,1,4
展會,展會,1,2
民,民,1,5
野心,野心,1,5
替,替,1,1
毀壞,毀壞,1,2
黑客,黑客,1,10
論壇,論壇,1,2
創始人,創始人,1,11
傑西卡,傑西卡,1,12
機場,機場,1,2
使用費,使用費,1,14
倍,倍,1,1
收取,收取,1,14
最初,最初,1,8
電池,電池,1,7
故障,故障,1,10
罪魁,罪魁,1,2
禍首,禍首,1,10
替代,替代,1,6
組件,組件,1,7
改用,改用,1,12
電源,電源,1,2
分析家,分析家,1,13
華為,華為,1,10
三星,三星,1,12
挫折,挫折,1,8
受益,受益,1,9
谷歌,谷歌,1,8
蘋果,蘋果,1,9
人工,人工,1,5
界面,界面,1,18
配置,配置,1,2
往往,往往,1,16
旅客,旅客,1,10
破解,破解,1,2
大致,大致,1,4
拉布羅卡,拉布羅卡,1,19
熱門,熱門,1,9
掛,掛,1,1
回顧,回顧,1,8
顯著,顯著,1,3
收集,收集,1,7
老師們,老師們,1,8
發來,發來,1,9
部位,部位,1,8
毛髮,毛髮,1,5
化學浴,化學浴,1,6
徹,徹,1,1
底,底,1,8
角質層,角質層,1,9
塔爾羅,塔爾羅,1,3
縱觀,縱觀,1,3
頭髮,頭髮,1,2
帖子,帖子,1,11
今晚,今晚,1,5
高激光束,高激光束,1,15
深圳市,深圳市,1,12
交警,交警,1,7
選用,選用,1,6
常規,常規,1,2
身分,身分,1,11
事後,事後,1,17
是不是,是不是,1,22
生長,生長,1,13
發芽,發芽,1,8
空間站,空間站,1,10
氫氟碳化合物,氫氟碳化合物,1,29
氣溫,氣溫,1,2
規劃署,規劃署,1,3
負責人,負責人,1,12
埃里克,埃里克,1,15
索爾海姆,索爾海姆,1,11
朝著,朝著,1,2
方向,方向,1,10
減緩,減緩,1,2
基加利,基加利,1,13
修正案,修正案,1,15
慶賀,慶賀,1,2
存儲,存儲,1,7
貢獻,貢獻,1,3
度,度,1,9
新限制,新限制,1,17
物種,物種,1,9
恐龍,恐龍,1,2
隕石,隕石,1,6
高含量,高含量,1,9
銥,銥,1,1
略,略,1,1
剛剛,剛剛,1,2
韓國,韓國,1,2
奇爾拉,奇爾拉,1,17
懂,懂,1,1
所言,所言,1,15
限額,限額,1,9
消費,消費,1,2
集會,集會,1,2
定,定,1,8
街區,街區,1,2
街,街,1,1
俱樂部,俱樂部,1,3
著裝,著裝,1,2
沉悶,沉悶,1,8
章節,章節,1,2
教授,教授,1,2
成績,成績,1,7
優,優,1,1
開業,開業,1,2
城際,城際,1,10
地鐵站,地鐵站,1,9
耗,耗,1,1
成本,成本,1,11
喬治城,喬治城,1,18
改善會,改善會,1,9
斯頓雷,斯頓雷,1,3
可行性,可行性,1,19
估計,估計,1,16
所行,所行,1,14
新上限,新上限,1,12
凱拉,凱拉,1,9
突破,突破,1,10
數字化,數字化,1,11
史無前例,史無前例,1,23
先例,先例,1,14
科瑞,科瑞,1,10
舒爾曼,舒爾曼,1,3
跟踪,跟踪,1,2
國會山,國會山,1,5
任職,任職,1,7
以往,以往,1,12
演說,演說,1,2
宣稱,宣稱,1,10
政績,政績,1,10
考量,考量,1,7
超,超,1,1
施加,施加,1,14
哪怕,哪怕,1,17
一丁點,一丁點,1,4
肩負,肩負,1,17
命運,命運,1,9
北卡羅來納,北卡羅來納,1,20
運動場,運動場,1,3
群眾,群眾,1,2
帳戶,帳戶,1,5
纜車,纜車,1,9
穿越,穿越,1,10
波托馬克河,波托馬克河,1,30
需時,需時,1,2
解僱,解僱,1,2
音箱,音箱,1,10
法倫,法倫,1,9
切斷,切斷,1,5
根,根,1,1
鋼材,鋼材,1,8
新投資,新投資,1,9
上百,上百,1,9
效應,效應,1,2
保全,保全,1,15
克萊德,克萊德,1,9
造船,造船,1,2
新皇家,新皇家,1,11
海軍,海軍,1,10
許下,許下,1,4
下達,下達,1,4
訂單,訂單,1,10
承諾,承諾,1,9
最開始,最開始,1,10
相當,相當,1,10
觀,觀,1,2
奈特利,奈特利,1,16
常用,常用,1,6
奧斯本,奧斯本,1,7
雅茲迪,雅茲迪,1,18
這麼,這麼,1,2
動物園,動物園,1,10
害人,害人,1,3
襲擊,襲擊,1,3
普查局,普查局,1,17
選舉日,選舉日,1,6
總投票額,總投票額,1,10
隻,隻,1,1
寂寞,寂寞,1,2
孤獨,孤獨,1,9
種群,種群,1,2
擴充,擴充,1,7
薩奇布,薩奇布,1,14
坐牢,坐牢,1,14
潘,潘,1,1
沃爾卡,沃爾卡,1,13
段,段,1,9
幢,幢,1,1
兒子,兒子,1,11
安德烈,安德烈,1,8
按進,按進,1,10
客廳,客廳,1,11
床墊,床墊,1,8
安吉爾,安吉爾,1,13
幸運,幸運,1,9
索尼,索尼,1,6
嘿,嘿,1,1
共享,共享,1,14
主動,主動,1,6
總績效,總績效,1,3
過時,過時,1,2
總額,總額,1,2
戈梅里,戈梅里,1,12
恢復,恢復,1,10
法治,法治,1,16
信心,信心,1,13
魁北克省,魁北克省,1,22
當做,當做,1,2
監視,監視,1,2
揭發,揭發,1,2
政治家,政治家,1,18
財務,財務,1,2
捐助,捐助,1,8
優先,優先,1,7
或是,或是,1,17
優先權,優先權,1,9
法官,法官,1,16
違反,違反,1,5
信託,信託,1,10
庭審,庭審,1,10
洗清,洗清,1,10
十四億,十四億,1,8
預期,預期,1,2
順便,順便,1,10
超出,超出,1,6
亮相,亮相,1,18
輔導員,輔導員,1,3
會面,會面,1,10
談論,談論,1,2
安慰,安慰,1,7
見到,見到,1,15
朋友們,朋友們,1,13
折磨,折磨,1,8
災難,災難,1,8
梅爾里斯,梅爾里斯,1,10
處方箋,處方箋,1,6
疫苗,疫苗,1,17
互動,互動,1,5
主任,主任,1,11
格里,格里,1,8
邁科內爾里,邁科內爾里,1,22
訂立,訂立,1,14
檢討,檢討,1,2
事項,事項,1,9
覆核,覆核,1,2
警官,警官,1,9
煽動性,煽動性,1,10
高管們,高管們,1,3
裁定,裁定,1,9
遠,遠,1,1
不止,不止,1,8
電話,電話,1,2
等候,等候,1,2
正常,正常,1,6
總體,總體,1,3
儲備,儲備,1,2
偏低,偏低,1,8
血液,血液,1,7
捐獻者,捐獻者,1,11
德克薩斯州,德克薩斯州,1,16
準媽媽,準媽媽,1,3
例行,例行,1,14
超聲波,超聲波,1,10
複雜,複雜,1,2
骶尾部,骶尾部,1,9
畸胎瘤,畸胎瘤,1,11
寶寶,寶寶,1,4
尾骨,尾骨,1,16
高齡,高齡,1,3
形容,形容,1,8
無以倫比,無以倫比,1,10
博愛,博愛,1,2
文壇,文壇,1,5
光輝,光輝,1,7
印記,印記,1,6
各個,各個,1,7
傳送,傳送,1,10
氧氣,氧氣,1,2
夜晚,夜晚,1,9
無限,無限,1,9
棒極,棒極,1,2
監控,監控,1,2
使用量,使用量,1,14
回來,回來,1,14
爭取,爭取,1,16
租賃,租賃,1,2
新公寓,新公寓,1,6
大多倫多市,大多倫多市,1,21
背部,背部,1,10
入睡,入睡,1,3
蛋白質,蛋白質,1,7
科羅拉多州,科羅拉多州,1,30
丹佛市,丹佛市,1,16
出售,出售,1,6
框架,框架,1,10
情緒,情緒,1,2
民間,民間,1,6
療法,療法,1,9
草根,草根,1,10
人體,人體,1,4
細胞,細胞,1,10
大會,大會,1,4
梅拉尼亞,梅拉尼亞,1,22
勝任,勝任,1,7
右肺,右肺,1,13
公安局,公安局,1,17
述,述,1,8
週二,週二,1,3
大群,大群,1,4
自稱,自稱,1,7
機關,機關,1,2
付出,付出,1,10
避孕藥,避孕藥,1,7
潛力,潛力,1,3
組合,組合,1,7
漫長,漫長,1,9
小步,小步,1,10
根深蒂固,根深蒂固,1,11
癌症,癌症,1,2
成因,成因,1,12
吸煙,吸煙,1,7
總數,總數,1,2
突變,突變,1,11
數目,數目,1,6
膀胱,膀胱,1,2
暴露,暴露,1,3
劍橋,劍橋,1,2
醫院,醫院,1,10
事故,事故,1,17
引力,引力,1,6
地心,地心,1,10
庫頁島,庫頁島,1,11
鮑爾,鮑爾,1,2
克里米亞,克里米亞,1,28
吞併,吞併,1,15
頭條,頭條,1,2
狂熱,狂熱,1,8
演唱會,演唱會,1,3
遠東,遠東,1,9
符拉迪沃斯托克,符拉迪沃斯托克,1,38
近年,近年,1,13
堪察加,堪察加,1,7
貝爾格萊德,貝爾格萊德,1,11
卡隆,卡隆,1,6
開辦,開辦,1,2
武術,武術,1,9
較早,較早,1,7
塞爾維亞,塞爾維亞,1,11
國籍,國籍,1,3
美聯社,美聯社,1,17
口角,口角,1,10
繼而,繼而,1,8
演變,演變,1,3
傷亡,傷亡,1,4
掃描,掃描,1,2
試驗,試驗,1,3
性情,性情,1,9
一道,一道,1,2
壯大,壯大,1,10
中產,中產,1,5
階級,階級,1,10
發出,發出,1,6
非同尋常,非同尋常,1,16
控訴,控訴,1,2
大城市,大城市,1,17
有毒,有毒,1,15
嗆肺,嗆肺,1,9
霧霾,霧霾,1,3
復,復,1,1
大型,大型,1,12
新興,新興,1,2
擔負,擔負,1,10
溫室,溫室,1,10
等到,等到,1,9
任期,任期,1,7
退出,退出,1,14
盟友們,盟友們,1,6
立,立,1,5
聚光燈,聚光燈,1,8
指責,指責,1,10
蔑視,蔑視,1,2
日益,日益,1,5
罰款,罰款,1,2
執法,執法,1,9
行踪,行踪,1,7
現有,現有,1,7
議程,議程,1,3
維護,維護,1,3
特魯多,特魯多,1,8
延長,延長,1,14
無家可歸,無家可歸,1,8
刺傷,刺傷,1,9
阿伯茨福德,阿伯茨福德,1,25
早前,早前,1,15
犯罪,犯罪,1,6
確切,確切,1,5
省內,省內,1,13
阿伯茲福德,阿伯茲福德,1,25
联系,联系,1,8
沉默寡言,沉默寡言,1,16
情願,情願,1,2
走出,走出,1,12
牢房,牢房,1,15
出席,出席,1,6
經紀人,經紀人,1,12
懲罰,懲罰,1,2
代理商,代理商,1,7
清理,清理,1,2
除非,除非,1,17
佔有,佔有,1,13
野生,野生,1,6
考察,考察,1,7
美拉尼西亞人,美拉尼西亞人,1,38
往北,往北,1,13
遷移,遷移,1,2
肯塔基,肯塔基,1,10
印第安納,印第安納,1,13
托馬斯,托馬斯,1,8
家具,家具,1,9
木工,木工,1,7
木匠,木匠,1,10
災害,災害,1,8
脆弱性,脆弱性,1,10
洪水,洪水,1,13
作物,作物,1,15
失收,失收,1,11
疾病,疾病,1,2
減輕,減輕,1,2
不利,不利,1,11
周邊,周邊,1,9
地貌,地貌,1,7
侵蝕,侵蝕,1,10
鹽漬化,鹽漬化,1,7
壓緊,壓緊,1,2
保護區,保護區,1,12
宣佈,宣佈,1,16
徑流,徑流,1,2
乾涸,乾涸,1,2
多達,多達,1,7
千瓦,千瓦,1,7
電力,電力,1,3
萊茵河,萊茵河,1,18
羅訥河,羅訥河,1,10
茵河,茵河,1,17
提契諾河,提契諾河,1,19
寶河,寶河,1,10
源頭,源頭,1,2
火山,火山,1,7
火山學,火山學,1,8
拼寫,拼寫,1,10
岩漿,岩漿,1,9
矽,矽,1,8
粘稠,粘稠,1,2
深處,深處,1,2
冷卻,冷卻,1,16
災難性,災難性,1,16
爆炸,爆炸,1,10
變暖,變暖,1,3
雨季,雨季,1,16
模式,模式,1,7
環礁湖,環礁湖,1,3
枯竭,枯竭,1,10
暴力,暴力,1,3
科屬,科屬,1,11
大洲,大洲,1,12
風,風,1,9
吹拂,吹拂,1,15
裸露,裸露,1,3
細微,細微,1,2
顫動,顫動,1,3
風速,風速,1,10
變快,變快,1,9
某些,某些,1,17
帶入,帶入,1,3
氣流,氣流,1,2
降落,降落,1,9
擊中,擊中,1,5
彈入,彈入,1,3
連鎖,連鎖,1,2
肥胖,肥胖,1,17
少見,少見,1,11
天數,天數,1,5
開羅,開羅,1,2
達,達,1,1
五十萬,五十萬,1,7
尼羅,尼羅,1,6
河,河,1,8
額外,額外,1,6
吹走,吹走,1,14
塵埃,塵埃,1,2
植被,植被,1,2
百分之一,百分之一,1,14
揚帆,揚帆,1,7
大西洋,大西洋,1,18
西,西,1,6
掀起,掀起,1,2
熱潮期,熱潮期,1,3
偏遠,偏遠,1,2
不便,不便,1,13
私營,私營,1,8
餘下,餘下,1,4
總共,總共,1,7
白天,白天,1,9
保護年,保護年,1,17
冰點,冰點,1,7
數千,數千,1,4
偷,偷,1,1
艘,艘,1,1
獨木舟,獨木舟,1,11
惡化,惡化,1,5
宛如,宛如,1,14
水道,水道,1,5
污水池,污水池,1,16
大市長,大市長,1,16
水電站,水電站,1,6
阿爾卑斯山,阿爾卑斯山,1,20
設施,設施,1,10
較深,較深,1,2
飲品,飲品,1,10
啤酒,啤酒,1,2
蜂蜜酒,蜂蜜酒,1,3
烈性,烈性,1,9
水果酒,水果酒,1,13
富人,富人,1,3
享用,享用,1,13
葡萄酒,葡萄酒,1,3
規則,規則,1,10
搏鬥,搏鬥,1,2
匹,匹,1,4
種馬,種馬,1,2
嚴冬,嚴冬,1,6
胡蘇姆,胡蘇姆,1,18
施萊灣,施萊灣,1,12
濕地,濕地,1,7
凍土,凍土,1,4
攻占,攻占,1,12
普,普,1,1
意外,意外,1,6
撤離,撤離,1,2
重型,重型,1,18
火砲,火砲,1,5
酒精類,酒精類,1,3
淡水湖,淡水湖,1,6
供水,供水,1,12
峽灣,峽灣,1,3
勞動力,勞動力,1,4
前英屬,前英屬,1,19
統一,統一,1,2
勞動部,勞動部,1,3
惡劣,惡劣,1,7
工,工,1,3
極端,極端,1,2
飢荒,飢荒,1,10
捕魚,捕魚,1,2
海產,海產,1,2
採集,採集,1,2
交錯,交錯,1,7
著名,著名,1,7
大規模,大規模,1,5
海岸線,海岸線,1,10
奧古斯塔斯,奧古斯塔斯,1,9
海,海,1,1
礁石,礁石,1,6
水路,水路,1,5
克里斯蒂安鬆,克里斯蒂安鬆,1,23
利勒桑,利勒桑,1,9
蜿蜒,蜿蜒,1,2
淺礁湖,淺礁湖,1,3
遺棄,遺棄,1,2
何,何,1,7
通往,通往,1,9
弗倫斯堡,弗倫斯堡,1,8
俄亥俄河,俄亥俄河,1,32
矛盾,矛盾,1,14
核心,核心,1,5
自由州,自由州,1,17
奴隸制州,奴隸制州,1,20
分化,分化,1,8
現像,現像,1,2
多麼,多麼,1,7
葉子,葉子,1,4
多樣,多樣,1,7
綠色,綠色,1,7
黃綠色,黃綠色,1,8
藍綠色,藍綠色,1,8
不一而足,不一而足,1,18
棕枝,棕枝,1,9
主日,主日,1,9
柳枝,柳枝,1,17
棕櫚葉,棕櫚葉,1,3
飲用水,飲用水,1,10
灌溉水,灌溉水,1,7
水力,水力,1,6
高達,高達,1,2
米蘭,米蘭,1,8
密西西比河,密西西比河,1,25
匯入,匯入,1,3
溫和,溫和,1,9
羅馬尼亞,羅馬尼亞,1,15
議題,議題,1,3
堅不可摧,堅不可摧,1,11
梅塞,梅塞,1,2
隨即,隨即,1,8
解除,解除,1,10
歸,歸,1,1
管轄,管轄,1,2
貨物,貨物,1,9
一億,一億,1,2
噸,噸,1,1
圖爾恰郡,圖爾恰郡,1,20
享有,享有,1,14
奇莉婭灣,奇莉婭灣,1,12
左岸,左岸,1,13
敖德薩州,敖德薩州,1,9
乾燥,乾燥,1,2
偶爾,偶爾,1,2
誤,誤,1,1
地形,地形,1,13
阿爾及利亞,阿爾及利亞,1,26
地處,地處,1,7
溫帶,溫帶,1,2
促進,促進,1,10
傑濟拉島,傑濟拉島,1,11
海濱,海濱,1,2
疏通,疏通,1,2
極佳,極佳,1,9
價值,價值,1,2
獲,獲,1,1
派遣,派遣,1,10
契丹,契丹,1,13
遼朝,遼朝,1,2
使節,使節,1,9
朝廷,朝廷,1,7
美譽,美譽,1,11
契丹人,契丹人,1,15
挑釁性,挑釁性,1,19
談判,談判,1,8
操縱,操縱,1,2
稱職,稱職,1,2
遼國,遼國,1,2
讓步,讓步,1,9
藥學,藥學,1,2
薩萊諾,薩萊諾,1,3
提庇留,提庇留,1,9
後悔,後悔,1,10
奧古斯都,奧古斯都,1,8
元老會,元老會,1,11
無需,無需,1,2
淤積物,淤積物,1,10
原創,原創,1,2
內華達州,內華達州,1,12
汴河,汴河,1,15
拉丁姆,拉丁姆,1,18
每首,每首,1,16
詩歌,詩歌,1,2
後世,後世,1,14
史學家,史學家,1,7
特洛伊,特洛伊,1,16
原型,原型,1,10
預言,預言,1,8
度過,度過,1,10
平淡無奇,平淡無奇,1,15
死去,死去,1,11
英年,英年,1,14
早逝,早逝,1,7
詩文,詩文,1,5
永世,永世,1,10
不朽,不朽,1,10
朱利安,朱利安,1,19
據信,據信,1,10
官府,官府,1,16
技巧,技巧,1,12
派往,派往,1,17
淤泥,淤泥,1,9
沉積,沉積,1,8
單獨,單獨,1,2
含糊,含糊,1,8
每位,每位,1,14
神祗,神祗,1,18
阿馬爾奈,阿馬爾奈,1,17
文書,文書,1,5
基色城,基色城,1,16
信件,信件,1,15
黃道,黃道,1,2
猴子,猴子,1,4
週年,週年,1,7
每天,每天,1,11
吉祥,吉祥,1,7
工作日,工作日,1,14
表格,表格,1,9
分配,分配,1,5
當週,當週,1,2
各天,各天,1,10
菩薩,菩薩,1,2
華人,華人,1,3
春節,春節,1,10
按照,按照,1,10
加強,加強,1,6
大公牆,大公牆,1,8
十五,十五,1,6
工程,工程,1,4
印證,印證,1,6
碑文,碑文,1,5
聖殿,聖殿,1,2
凱爾奈克,凱爾奈克,1,17
排,排,1,1
獨特,獨特,1,2
所需,所需,1,9
小心翼翼,小心翼翼,1,9
儀式,儀式,1,7
祭品,祭品,1,10
供奉,供奉,1,16
坐船,坐船,1,8
出發,出發,1,6
現場,現場,1,2
祭祀,祭祀,1,8
高大,高大,1,4
資料,資料,1,2
石碑,石碑,1,6
南北,南北,1,14
走向,走向,1,13
石群,石群,1,6
祭壇,祭壇,1,2
方形,方形,1,11
水池,水池,1,10
巨碑,巨碑,1,5
高地,高地,1,7
焚毀,焚毀,1,2
機制,機制,1,9
融合,融合,1,7
堡壘,堡壘,1,2
世凱,世凱,1,6
海床,海床,1,8
機密,機密,1,2
布魯克斯,布魯克斯,1,14
幾近,幾近,1,8
手稿,手稿,1,5
發給,發給,1,2
推廣,推廣,1,2
化學,化學,1,5
普羅,普羅,1,2
恭愍王,恭愍王,1,6
高麗,高麗,1,2
元朝,元朝,1,5
瓦解,瓦解,1,5
南韓,南韓,1,10
低水平,低水平,1,16
鄉村,鄉村,1,8
野餐區,野餐區,1,3
長凳,長凳,1,9
小徑,小徑,1,4
開闊,開闊,1,2
空間,空間,1,9
居民,居民,1,13
福利,福利,1,8
生動,生動,1,6
水下,水下,1,7
短文,短文,1,5
代名詞,代名詞,1,12
輸出,輸出,1,6
旅遊業,旅遊業,1,3
礦業,礦業,1,2
機械,機械,1,2
加工業,加工業,1,9
印刷,印刷,1,13
加工,加工,1,8
西班牙詞,西班牙詞,1,12
命名,命名,1,14
共通,共通,1,7
頭個,頭個,1,2
開普敦市,開普敦市,1,8
到訪,到訪,1,9
南邊,南邊,1,10
北邊,北邊,1,6
哥倫布,哥倫布,1,7
海路,海路,1,2
駛入,駛入,1,3
加勒比,加勒比,1,10
海域,海域,1,2
蠶食,蠶食,1,11
開普敦,開普敦,1,3
袁,袁,1,1
新共和國,新共和國,1,16
較舊,較舊,1,2
繼承者,繼承者,1,18
仍是,仍是,1,13
耶路撒冷,耶路撒冷,1,17
彼拉多,彼拉多,1,22
耶穌,耶穌,1,9
審訊,審訊,1,2
新約,新約,1,10
記載,記載,1,2
十七,十七,1,4
科林斯,科林斯,1,18
當年,當年,1,7
引入,引入,1,6
特殊,特殊,1,2
閏月,閏月,1,5
牛頓,牛頓,1,5
兩千,兩千,1,11
月相,月相,1,13
若,若,1,8
云層,云層,1,5
煙霧,煙霧,1,2
遮擋,遮擋,1,2
通,通,1,1
新法蘭西,新法蘭西,1,17
尚,尚,1,8
年份,年份,1,12
結婚,結婚,1,2
安提帕斯,安提帕斯,1,16
撰寫,撰寫,1,2
順從,順從,1,2
失效,失效,1,6
前外蒙古,前外蒙古,1,20
大小,大小,1,6
匆忙,匆忙,1,11
抓捕,抓捕,1,8
二世,二世,1,7
犯,犯,1,5
戰術,戰術,1,2
布雷斯特德,布雷斯特德,1,9
學術,學術,1,2
盔甲,盔甲,1,6
讚揚,讚揚,1,3
後勤,後勤,1,10
維持,維持,1,10
長時間,長時間,1,10
攻城戰,攻城戰,1,17
身處,身處,1,8
阿穆魯,阿穆魯,1,9
圖尼普,圖尼普,1,7
不慌不忙,不慌不忙,1,15
穿上,穿上,1,12
調節,調節,1,2
提升,提升,1,5
根本性,根本性,1,14
早些,早些,1,14
廣受,廣受,1,9
叢書,叢書,1,2
凜冬,凜冬,1,6
寒風,寒風,1,10
春曉,春曉,1,10
電動,電動,1,2
商業化,商業化,1,6
哈雷,哈雷,1,10
戴維森,戴維森,1,3
盛傳,盛傳,1,2
大事,大事,1,11
年表,年表,1,14
准確,准確,1,2
股票,股票,1,9
期貨,期貨,1,2
升幅,升幅,1,5
百分點,百分點,1,11
齊平,齊平,1,6
售出,售出,1,6
鼎力,鼎力,1,3
累積如山,累積如山,1,11
保護局,保護局,1,18
浮出,浮出,1,6
寫完,寫完,1,8
整體,整體,1,3
白色,白色,1,11
之所以,之所以,1,15
新目標,新目標,1,7
國土,國土,1,4
動員,動員,1,2
登記,登記,1,2
名單,名單,1,7
毫無,毫無,1,2
混亂,混亂,1,2
夠多,夠多,1,7
北卡羅來納州,北卡羅來納州,1,26
投票數,投票數,1,9
有史,有史,1,11
最低,最低,1,8
自負,自負,1,15
傲慢,傲慢,1,2
有權,有權,1,8
有勢,有勢,1,7
喜怒無常,喜怒無常,1,12
性格,性格,1,9
有害,有害,1,7
無益,無益,1,2
提前,提前,1,10
佛羅里達州,佛羅里達州,1,22
投,投,1,7
水面,水面,1,13
中國人,中國人,1,7
炸雞,炸雞,1,10
胃口,胃口,1,12
些許,些許,1,9
諾曼,諾曼,1,2
好朋友,好朋友,1,18
情感,情感,1,2
不佳,不佳,1,12
難受,難受,1,9
脫口秀,脫口秀,1,11
閒話,閒話,1,2
行屍,行屍,1,15
巴拉特,巴拉特,1,13
單位,單位,1,8
驅動力,驅動力,1,5
猶豫,猶豫,1,2
要不要,要不要,1,22
過世,過世,1,6
註銷,註銷,1,2
當局,當局,1,8
追踪,追踪,1,10
無人機,無人機,1,4
微軟,微軟,1,2
公佈,公佈,1,11
軟件,軟件,1,7
工業界,工業界,1,13
飾演,飾演,1,2
摩根,摩根,1,2
迪恩,迪恩,1,9
參與者,參與者,1,10
喜愛,喜愛,1,2
百勝,百勝,1,7
餐飲,餐飲,1,2
肯德基,肯德基,1,10
母,母,1,5
該案,該案,1,2
打到,打到,1,13
深愛,深愛,1,2
夫婦,夫婦,1,5
勉強,勉強,1,10
愛侶,愛侶,1,10
杰弗裡,杰弗裡,1,14
米爾德里德,米爾德里德,1,16
省略,省略,1,10
求婚,求婚,1,8
簡短,簡短,1,2
粉絲,粉絲,1,2
怪奇,怪奇,1,16
物語,物語,1,9
沒看,沒看,1,16
響,響,1,2
尼根,尼根,1,6
底下,底下,1,11
惡意,惡意,1,2
熟練,熟練,1,2
青筋,青筋,1,9
手,手,1,4
抖動,抖動,1,8
挑剔,挑剔,1,10
格倫達,格倫達,1,3
精彩,精彩,1,2
數十,數十,1,3
從事,從事,1,9
時事,時事,1,9
放下,放下,1,11
麥克風,麥克風,1,17
拍,拍,1,8
劇情片,劇情片,1,6
電影院,電影院,1,11
瞭,瞭,1,1
巨變,巨變,1,6
好萊塢,好萊塢,1,8
疏遠,疏遠,1,2
沈重,沈重,1,16
平衡,平衡,1,6
和藹可親,和藹可親,1,15
含蓄,含蓄,1,8
暖,暖,1,1
心房,心房,1,12
暴起,暴起,1,2
前伸,前伸,1,16
漏洞,漏洞,1,10
脖子,脖子,1,4
垃圾,垃圾,1,14
排入,排入,1,3
海裡,海裡,1,2
塑料,塑料,1,2
魚,魚,1,1
艱難,艱難,1,2
保健署,保健署,1,11
敦促,敦促,1,10
成年人,成年人,1,14
受傷,受傷,1,9
低估,低估,1,14
