,word,frequency,n_characters,romanized_form
棉花廠,棉花廠,1,12,miánhuāchǎng
彼得,彼得,1,4,bǐdé
舊迴廊,舊迴廊,1,10,jiùhuíláng
歷史性,歷史性,1,9,lìshǐxìng
市政廳,市政廳,1,12,shìzhèngtīng
修補,修補,1,5,xiūbǔ
大家,大家,1,5,dàjiā
奧茲,奧茲,1,4,àozī
山上,山上,1,9,shānshàng
鍍銅,鍍銅,1,6,dùtóng
電信,電信,1,7,diànxìn
國,國,1,3,guó
平等,平等,1,8,píngděng
君主制,君主制,1,9,jūnzhǔzhì
迪希邦登堡,迪希邦登堡,1,15,díxībāngdēngbǎo
解散,解散,1,6,jiěsàn
如今,如今,1,5,rújīn
廣闊,廣闊,1,8,guǎngkuò
魯帕斯堡,魯帕斯堡,1,9,lǔpàsībǎo
流離失所,流離失所,1,11,liúlíshīsuǒ
修女們,修女們,1,8,xiūnǚmen
艾賓根,艾賓根,1,8,àibīngēn
重建,重建,1,9,zhòngjiàn
簽,簽,1,4,qiān
農村,農村,1,7,nóngcūn
拜登,拜登,1,7,bàidēng
梅爾丁根,梅爾丁根,1,12,méiěrdīnggēn
住到,住到,1,6,zhùdào
街道賽,街道賽,1,9,jiēdàosài
烏爾里希,烏爾里希,1,8,wūěrlǐxī
追逐,追逐,1,7,zhuīzhú
塊,塊,1,4,kuài
金牌,金牌,1,6,jīnpái
不快,不快,1,6,bùkuài
乎,乎,1,2,hū
血跡,血跡,1,5,xuèjī
謀殺案,謀殺案,1,8,móushāàn
弗朗茨,弗朗茨,1,8,fúlǎngcí
協約,協約,1,6,xiéyuē
匈,匈,1,5,xiōng
施壓,施壓,1,5,shīyā
嚴重性,嚴重性,1,12,yánzhòngxìng
凡爾賽,凡爾賽,1,8,fáněrsài
驚恐,驚恐,1,8,jīngkǒng
麵包,麵包,1,7,miànbāo
高漲,高漲,1,8,gāozhǎng
供應,供應,1,8,gōngyīng
沮喪,沮喪,1,6,jǔsàng
逃跑,逃跑,1,6,táopǎo
不夠,不夠,1,5,bùgòu
謹慎,謹慎,1,7,jǐnshèn
認,認,1,3,rèn
讚美詩,讚美詩,1,9,zànměishī
返場,返場,1,8,fǎnchǎng
屆,屆,1,3,jiè
到此,到此,1,5,dàocǐ
新發展,新發展,1,9,xīnfāzhǎn
蘇伊士,蘇伊士,1,7,sūyīshì
大英,大英,1,6,dàyīng
局限,局限,1,6,júxiàn
國社黨,國社黨,1,10,guóshèdǎng
各處,各處,1,5,gèchù
贏回,贏回,1,7,yínghuí
芬蘭,芬蘭,1,6,fēnlán
波羅的海,波羅的海,1,10,bōluódehǎi
諸國,諸國,1,6,zhūguó
回應,回應,1,7,huíyīng
廣場,廣場,1,10,guǎngchǎng
科隆,科隆,1,6,kēlóng
亞馬遜,亞馬遜,1,7,yàmǎxùn
司機,司機,1,4,sījī
讀心,讀心,1,5,dúxīn
頭盔,頭盔,1,6,tóukuī
實例,實例,1,5,shílì
羅西,羅西,1,5,luóxī
擬人,擬人,1,5,nǐrén
機器人,機器人,1,7,jīqìrén
回報,回報,1,6,huíbào
董事會,董事會,1,10,dǒngshìhuì
前所未有,前所未有,1,13,qiánsuǒwèiyǒu
華爾街,華爾街,1,8,huáěrjiē
矽谷,矽谷,1,4,xìgǔ
美孚,美孚,1,5,měifú
扎克伯格,扎克伯格,1,9,zhākèbógé
第四,第四,1,4,dìsì
佔有量,佔有量,1,12,zhànyǒuliàng
特斯拉,特斯拉,1,6,tèsīlā
快拍,快拍,1,7,kuàipāi
山景城,山景城,1,13,shānjǐngchéng
峰會,峰會,1,7,fēnghuì
自治區,自治區,1,7,zìzhìqū
保守,保守,1,7,bǎoshǒu
副部長,副部長,1,9,fùbùzhǎng
財務長,財務長,1,10,cáiwùzhǎng
失業率,失業率,1,7,shīyèlǜ
頭,頭,1,3,tóu
髮明,髮明,1,9,fà fǎmíng
聖瑪爾塔,聖瑪爾塔,1,11,shèngmǎěrtǎ
維多利亞,維多利亞,1,10,wéiduōlìyà
首位,首位,1,7,shǒuwèi
竟然,竟然,1,7,jìngrán
絕對,絕對,1,6,juéduì
大熱,大熱,1,4,dàrè
演唱,演唱,1,8,yǎnchàng
老年人,老年人,1,10,lǎoniánrén
花完,花完,1,6,huāwán
抵價券,抵價券,1,9,dǐjiàquàn
生成,生成,1,10,shēngchéng
櫃檯,櫃檯,1,6,guìtái
出示,出示,1,6,chūshì
汽油,汽油,1,5,qìyóu
增值稅,增值稅,1,11,zēngzhíshuì
講到,講到,1,8,jiǎngdào
方濟各,方濟各,1,8,fāngjìgè
歐元區,歐元區,1,8,ōuyuánqū
單一,單一,1,5,dānyī
貨幣,貨幣,1,5,huòbì
科朵拉,科朵拉,1,7,kēduǒlā
帕塞拉,帕塞拉,1,7,pàsāilā
報價,報價,1,6,bàojià
怠慢,怠慢,1,6,dàimàn
央行,央行,1,8,yāngxíng
合適,合適,1,5,héshì
前部長,前部長,1,11,qiánbùzhǎng
退黨,退黨,1,7,tuìdǎng
課上,課上,1,7,kèshàng
以下,以下,1,5,yǐxià
新工作,新工作,1,10,xīngōngzuò
昂揚,昂揚,1,7,ángyáng
飛逝,飛逝,1,6,fēishì
場景,場景,1,9,chǎngjǐng
切合,切合,1,5,qièhé
諷刺,諷刺,1,11,fěng fèngcì
暗諷,暗諷,1,11,ànfěng fèng
巧妙,巧妙,1,8,qiǎomiào
口頭,口頭,1,6,kǒutóu
修辭,修辭,1,5,xiūcí
手法,手法,1,6,shǒufǎ
演講,演講,1,8,yǎnjiǎng
調笑,調笑,1,8,diàoxiào
表演,表演,1,7,biǎoyǎn
堅信,堅信,1,7,jiānxìn
結合水,結合水,1,9,jiéhéshuǐ
廢除,廢除,1,6,fèichú
洶湧,洶湧,1,9,xiōngyǒng
眼淚,眼淚,1,6,yǎnlèi
眼睛,眼睛,1,7,yǎnjīng
美麗,美麗,1,5,měilì
新一,新一,1,5,xīnyī
清醒,清醒,1,8,qīngxǐng
頭腦,頭腦,1,6,tóunǎo
范圍,范圍,1,6,fànwéi
會不會,會不會,1,8,huìbùhuì
反對派,反對派,1,9,fǎnduìpài
世界報,世界報,1,9,shìjièbào
支持者,支持者,1,9,zhīchízhě
打人,打人,1,5,dǎrén
印第安,印第安,1,7,yìndìān
西部片,西部片,1,8,xībùpiàn
戰爭片,戰爭片,1,13,zhànzhēngpiàn
引以為豪,引以為豪,1,11,yǐnyǐwèiháo
對付,對付,1,5,duìfù
燙手,燙手,1,8,tàngshǒu
山芋,山芋,1,6,shānyù
暫時,暫時,1,6,zànshí
秘書長,秘書長,1,10,mìshūzhǎng
科斯佩達爾,科斯佩達爾,1,11,kēsīpèidáěr
昨天,昨天,1,7,zuótiān
傳達,傳達,1,7,chuándá
唯一,唯一,1,5,wéiyī
萬民,萬民,1,6,wànmín
邦,邦,1,4,bāng
權力派,權力派,1,9,quánlìpài
呢,呢,1,2,ne
費德里克,費德里克,1,9,fèidélǐkè
費里尼,費里尼,1,7,fèilǐní
小丑,小丑,1,8,xiǎochǒu
人性,人性,1,7,rénxìng
如同,如同,1,6,rútóng
影子,影子,1,6,yǐngzi
常人,常人,1,8,chángrén
拿出,拿出,1,5,náchū
本事,本事,1,6,běnshì
逗,逗,1,3,dòu
笑,笑,1,4,xiào
案發,案發,1,4,ànfā
不來梅,不來梅,1,8,bùláiméi
地鐵,地鐵,1,8,de dìtiě
運動,運動,1,7,yùndòng
有的,有的,1,5,yǒude
糾紛,糾紛,1,6,jiūfēn
到底,到底,1,5,dàodǐ
想出,想出,1,8,xiǎngchū
塑造,塑造,1,5,sùzào
安東尼奧,安東尼奧,1,10,āndōngníào
高迪,高迪,1,5,gāodí
後殿,後殿,1,7,hòudiàn
拱璧,拱璧,1,6,gǒngbì
橫向,橫向,1,9,héngxiàng
眾多,眾多,1,8,zhòngduō
造山,造山,1,7,zàoshān
稱作,稱作,1,8,chēngzuò
藝名,藝名,1,6,yìmíng
地殼,地殼,1,7,de dìké
潛沒,潛沒,1,7,qiánméi
利納雷斯,利納雷斯,1,9,lìnàléisī
革新,革新,1,5,géxīn
停滯,停滯,1,7,tíngzhì
不前,不前,1,6,bùqián
維和,維和,1,5,wéihé
投票權,投票權,1,11,tóupiàoquán
合法化,合法化,1,7,héfǎhuà
流放,流放,1,7,liúfàng
歸家,歸家,1,6,guījiā
迫害犯,迫害犯,1,8,pòhàifàn
原聲,原聲,1,9,yuánshēng
見面,見面,1,8,jiànmiàn
巴西利卡塔,巴西利卡塔,1,10,bāxīlìkǎtǎ
奧斯特利茨,奧斯特利茨,1,10,àosītèlìcí
象徵,象徵,1,14,xiàngzhǐ zhēng
大革命,大革命,1,8,dàgémìng
科西嘉,科西嘉,1,7,kēxījiā
砲兵,砲兵,1,7,pàobīng
波拿巴,波拿巴,1,6,bōnábā
馬倫哥,馬倫哥,1,7,mǎlúngē
迫使,迫使,1,5,pòshǐ
維勒訥沃,維勒訥沃,1,10,wéilēinèwò
艦隊,艦隊,1,7,jiànduì
堵塞,堵塞,1,5,dǔsāi
英倫,英倫,1,7,yīnglún
島,島,1,3,dǎo
破滅,破滅,1,5,pòmiè
聖塞西莉亞,聖塞西莉亞,1,14,shèngsāixīlìyà
上任,上任,1,8,shàngrèn
首相,首相,1,9,shǒuxiāng
格林威爾,格林威爾,1,10,gélínwēiěr
閣下,閣下,1,5,géxià
沙皇,沙皇,1,8,shāhuáng
菲奧雷洛,菲奧雷洛,1,11,fēiàoléiluò
聖公會,聖公會,1,12,shènggōnghuì
餘生,餘生,1,7,yúshēng
新教,新教,1,7,xīnjiào
員,員,1,4,yuán
宇宙,宇宙,1,6,yǔzhòu
受訓,受訓,1,7,shòuxùn
幾十,幾十,1,5,jǐshí
乾預,乾預,1,10,qián gānyù
外流,外流,1,6,wàiliú
非法,非法,1,5,fēifǎ
聯邦化,聯邦化,1,11,liánbānghuà
任命,任命,1,7,rènmìng
新將軍,新將軍,1,11,xīnjiāngjūn
事宜,事宜,1,5,shìyí
碰到,碰到,1,7,pèngdào
發行,發行,1,6,fāxíng
極為,極為,1,5,jíwèi
勿,勿,1,2,wù
傷,傷,1,5,shāng
心,心,1,3,xīn
支,支,1,3,zhī
卡普亞,卡普亞,1,6,kǎpǔyà
徵兵,徵兵,1,13,zhǐ zhēngbīng
外邊界,外邊界,1,10,wàibiānjiè
預料,預料,1,6,yùliào
凱撒軍,凱撒軍,1,8,kǎisājūn
便宜,便宜,1,6,biànyí
政期,政期,1,7,zhèngqī
親自,親自,1,5,qīnzì
保民官,保民官,1,10,bǎomínguān
確鑿,確鑿,1,6,quèzáo
無疑,無疑,1,4,wúyí
回答,回答,1,5,huídá
領事,領事,1,7,lǐngshì
角逐,角逐,1,7,jiǎozhú
手無寸鐵,手無寸鐵,1,12,shǒuwúcùntiě
布宜諾斯艾利斯,布宜諾斯艾利斯,1,15,bùyínuòsīàilìsī
安立奎,安立奎,1,7,ānlìkuí
靠前,靠前,1,7,kàoqián
伊莎貝拉,伊莎貝拉,1,10,yīshābèilā
線,線,1,4,xiàn
埃斯特角,埃斯特角,1,10,āisītèjiǎo
紐約州,紐約州,1,10,niǔyuēzhōu
薩拉託加,薩拉託加,1,10,sàlātuōjiā
擊,擊,1,2,jī
適當,適當,1,7,shìdāng
移民者,移民者,1,8,yímínzhě
殖民者,殖民者,1,9,zhímínzhě
趕來,趕來,1,6,gǎnlái
英國人,英國人,1,10,yīngguórén
遠征,遠征,1,9,yuǎnzhēng
奧爾巴尼,奧爾巴尼,1,8,àoěrbāní
攔截,攔截,1,6,lánjié
哈德遜河,哈德遜河,1,9,hādéxùnhé
變種,變種,1,9,biànzhǒng
外部,外部,1,5,wàibù
使用者,使用者,1,10,shǐyòngzhě
英國法,英國法,1,9,yīngguófǎ
十世,十世,1,6,shíshì
五世,五世,1,5,wǔshì
女兒們,女兒們,1,7,nǚérmen
繼承,繼承,1,7,jìchéng
順位,順位,1,7,shùnwèi
她們,她們,1,5,tāmen
姨媽,姨媽,1,4,yímā
專心,專心,1,8,zhuānxīn
莫利塞,莫利塞,1,7,mòlìsāi
韋斯,韋斯,1,5,wéisī
城區,城區,1,7,chéngqū
會務,會務,1,5,huìwù
皮洛士,皮洛士,1,8,píluòshì
西西里,西西里,1,6,xīxīlǐ
衰亡,衰亡,1,9,shuāiwáng
衰落,衰落,1,8,shuāiluò
希臘人,希臘人,1,7,xīlàrén
沿用,沿用,1,7,yányòng
批,批,1,2,pī
山谷,山谷,1,6,shāngǔ
外界,外界,1,6,wàijiè
隔開,隔開,1,5,gékāi
分成,分成,1,8,fēnchéng
城邦制,城邦制,1,12,chéngbāngzhì
橫穿,橫穿,1,9,héngchuān
領地,領地,1,9,lǐngde dì
基督徒,基督徒,1,6,jīdūtú
母語版,母語版,1,7,mǔyǔbǎn
聖經,聖經,1,9,shèngjīng
跨海,跨海,1,6,kuàhǎi
大船,大船,1,7,dàchuán
擴張,擴張,1,8,kuòzhāng
遍布,遍布,1,6,biànbù
崗哨,崗哨,1,8,gǎngshào
來往,來往,1,7,láiwǎng
看作,看作,1,6,kànzuò
事業,事業,1,5,shìyè
習慣法,習慣法,1,8,xíguànfǎ
號,號,1,3,hào
薩謨奈,薩謨奈,1,7,sàmónài
要塞,要塞,1,6,yàosāi
文學獎,文學獎,1,11,wénxuéjiǎng
私下,私下,1,5,sīxià
施普林格,施普林格,1,10,shīpǔlíngé
和解,和解,1,5,héjiě
以色列,以色列,1,7,yǐsèliè
小木屋,小木屋,1,8,xiǎomùwū
燒毀,燒毀,1,7,shāohuǐ
榮譽,榮譽,1,6,róngyù
勳章,勳章,1,8,xūnzhāng
住房,住房,1,7,zhùfáng
卡爾卡鬆,卡爾卡鬆,1,10,kǎěrkǎsōng
城堡,城堡,1,8,chéngbǎo
特赦,特赦,1,5,tèshè
堅毅,堅毅,1,6,jiānyì
巫術,巫術,1,5,wūshù
殺害,殺害,1,6,shāhài
馮,馮,1,4,féng
別林斯高晉,別林斯高晉,1,14,biélínsīgāojìn
布蘭斯菲爾德,布蘭斯菲爾德,1,14,bùlánsīfēiěrdé
長途,長途,1,7,zhǎngtú
征程,征程,1,10,zhēngchéng
船長,船長,1,10,chuánzhǎng
歐內斯特,歐內斯特,1,9,ōunèisītè
沙克爾頓,沙克爾頓,1,10,shākèěrdùn
爵士,爵士,1,6,juéshì
共,共,1,4,gòng
起點,起點,1,6,qǐdiǎn
共和歷,共和歷,1,8,gònghélì
雨月,雨月,1,5,yǔyuè
梵蒂岡,梵蒂岡,1,9,fàndìgāng
馬匹,馬匹,1,4,mǎpǐ
旁邊,旁邊,1,8,pángbiān
公頃,公頃,1,8,gōngqǐng
球場,球場,1,8,qiúchǎng
賽馬場,賽馬場,1,10,sàimǎchǎng
吞噬,吞噬,1,6,tūnshì
木製,木製,1,5,mùzhì
看台,看台,1,6,kàntái
其餘,其餘,1,4,qíyú
馬厩,馬厩,1,5,mǎjiù
拆毀,拆毀,1,7,chāihuǐ
六世,六世,1,6,liùshì
死刑,死刑,1,6,sǐxíng
嫌疑犯,嫌疑犯,1,9,xiányífàn
罪行,罪行,1,7,zuìxíng
紀念幣,紀念幣,1,8,jìniànbì
本質,本質,1,6,běnzhì
錢幣,錢幣,1,6,qiánbì
銷售,銷售,1,8,xiāoshòu
收藏家,收藏家,1,11,shōucángjiā
起伏,起伏,1,4,qǐfú
手工,手工,1,8,shǒugōng
加工品,加工品,1,10,jiāgōngpǐn
墓塚,墓塚,1,7,mùzhǒng
卡拉布里亞,卡拉布里亞,1,10,kǎlābùlǐyà
皇家區,皇家區,1,10,huángjiāqū
塞斯托聖喬瓦尼,塞斯托聖喬瓦尼,1,21,sāisītuōshèngqiáowǎní
碰撞,碰撞,1,10,pèngzhuàng
澳,澳,1,2,ào
暴風雨,暴風雨,1,9,bàofēngyǔ
伯納德,伯納德,1,6,bónàdé
塔比,塔比,1,4,tǎbǐ
財產,財產,1,7,cáichǎn
紡織品,紡織品,1,10,fǎngzhīpǐn
批發商,批發商,1,9,pīfāshāng
陷入,陷入,1,6,xiànrù
逃離,逃離,1,5,táolí
回程,回程,1,8,huíchéng
抱,抱,1,3,bào
煩事,煩事,1,6,fánshì
丁丁,丁丁,1,8,dīngdīng
歷險記,歷險記,1,8,lìxiǎnjì
拍成,拍成,1,8,pāichéng
華特,華特,1,5,huátè
徒勞,徒勞,1,5,túláo
婚外情,婚外情,1,10,hūnwàiqíng
低處,低處,1,5,dīchù
棵,棵,1,2,kē
棕櫚樹,棕櫚樹,1,9,zōnglǘshù
俯瞰,俯瞰,1,5,fǔkàn
大海,大海,1,5,dàhǎi
島民,島民,1,6,dǎomín
小島,小島,1,7,xiǎodǎo
熱愛,熱愛,1,4,rèài
島上,島上,1,8,dǎoshàng
里程,里程,1,7,lǐchéng
紡織業,紡織業,1,9,fǎngzhīyè
淪喪,淪喪,1,7,lúnsàng
布沙爾,布沙爾,1,7,bùshāěr
鐳學,鐳學,1,6,léixué
休假,休假,1,6,xiūjiǎ
蒙特利爾,蒙特利爾,1,10,méngtèlìěr
電視台,電視台,1,10,diànshìtái
嘉賓,嘉賓,1,6,jiābīn
衛冕,衛冕,1,7,wèimiǎn
頭號,頭號,1,6,tóuhào
种子,种子,1,7,zhǒngzi
選手,選手,1,8,xuǎnshǒu
莎拉,莎拉,1,5,shālā
埃拉尼,埃拉尼,1,6,āilāní
失敗,失敗,1,6,shībài
連輸,連輸,1,7,liánshū
射線,射線,1,7,shèxiàn
西西莉,西西莉,1,6,xīxīlì
金雀花,金雀花,1,9,jīnquèhuā
愛德華,愛德華,1,7,àidéhuá
於是,於是,1,5,yúshì
岡特,岡特,1,6,gāngtè
騎士,騎士,1,5,qíshì
追隨者,追隨者,1,10,zhuīsuízhě
倫敦塔,倫敦塔,1,8,lúndūntǎ
剛,剛,1,4,gāng
葛洛麗亞,葛洛麗亞,1,9,géluòlìyà
霍爾登,霍爾登,1,9,huòěrdēng
愛,愛,1,2,ài
認可,認可,1,5,rènkě
釙源,釙源,1,6,pòyuán
議長,議長,1,7,yìzhǎng
皮雅芙,皮雅芙,1,6,píyǎfú
希特勒,希特勒,1,7,xītèlēi
伯倫,伯倫,1,5,bólún
內閣,內閣,1,5,nèigé
發言,發言,1,5,fāyán
歸咎,歸咎,1,6,guījiù
捷克,捷克,1,5,jiékè
槍殺,槍殺,1,8,qiāngshā
蘇台德,蘇台德,1,7,sūtáidé
捷克斯洛伐克,捷克斯洛伐克,1,14,jiékèsīluòfákè
瑪塞爾,瑪塞爾,1,7,mǎsāiěr
呆,呆,1,3,dāi
房間,房間,1,8,fángjiān
莫,莫,1,2,mò
製備,製備,1,6,zhìbèi
墨,墨,1,2,mò
街上,街上,1,8,jiēshàng
閒逛,閒逛,1,9,xiánguàng
酒吧,酒吧,1,5,jiǔba
唱歌,唱歌,1,7,chànggē
史密斯,史密斯,1,7,shǐmìsī
雲雀,雲雀,1,6,yúnquè
邁爾,邁爾,1,5,màiěr
致信,致信,1,6,zhìxìn
伊雷娜,伊雷娜,1,7,yīléinà
漢斯,漢斯,1,5,hànsī
佩特森,佩特森,1,8,pèitèsēn
奧黛麗,奧黛麗,1,7,àodàilì
赫本,赫本,1,5,hèběn
龍鳳,龍鳳,1,8,lóngfèng
錄音室,錄音室,1,8,lùyīnshì
內涵,內涵,1,6,nèihán
神學,神學,1,7,shénxué
歌,歌,1,2,gē
搬往,搬往,1,7,bānwǎng
田納西州,田納西州,1,12,tiánnàxīzhōu
納什維爾,納什維爾,1,11,nàshénwéiěr
史蒂芬,史蒂芬,1,8,shǐdìfēn
欽佩,欽佩,1,6,qīnpèi
文獻,文獻,1,7,wénxiàn
大衛,大衛,1,5,dàwèi
加姆遜,加姆遜,1,8,jiāmǔxùn
寫歌,寫歌,1,5,xiěgē
輪到,輪到,1,6,lúndào
配,配,1,3,pèi
多塞特郡,多塞特郡,1,11,duōsāitèjùn
普爾市,普爾市,1,7,pǔěrshì
薩默塞特郡,薩默塞特郡,1,12,sàmòsāitèjùn
威爾斯市,威爾斯市,1,10,wēiěrsīshì
埃德加,埃德加,1,7,āidéjiā
漫畫家,漫畫家,1,9,mànhuàjiā
畫冊,畫冊,1,5,huàcè
新生代,新生代,1,11,xīnshēngdài
加斯,加斯,1,5,jiāsī
詹寧斯,詹寧斯,1,10,zhānníngsī
銀河系,銀河系,1,7,yínhéxì
漫遊,漫遊,1,6,mànyóu
人文,人文,1,6,rénwén
神秘,神秘,1,6,shénmì
根植,根植,1,6,gēnzhí
馬克思,馬克思,1,6,mǎkèsī
亨弗萊,亨弗萊,1,9,hēngfúlái
鮑嘉,鮑嘉,1,6,bàojiā
遊手好閒,遊手好閒,1,14,yóushǒuhǎoxián
花花公子,花花公子,1,12,huāhuāgōngzi
弟弟,弟弟,1,4,dìdì
週期,週期,1,6,zhōuqī
連任,連任,1,7,liánrèn
吉米,吉米,1,4,jímǐ
卡特,卡特,1,4,kǎtè
值,值,1,3,zhí
伊朗,伊朗,1,6,yīlǎng
人質,人質,1,6,rénzhì
發酵,發酵,1,6,fājiào
眾,眾,1,5,zhòng
遠遠,遠遠,1,8,yuǎnyuǎn
低,低,1,2,dī
佔絕,佔絕,1,7,zhànjué
出院,出院,1,7,chūyuàn
暗殺,暗殺,1,5,ànshā
倖存,倖存,1,7,xìngcún
上帝,上帝,1,7,shàngdì
拯救,拯救,1,8,zhěngjiù
布洛克,布洛克,1,7,bùluòkè
堅定,堅定,1,8,jiāndìng
才是,才是,1,6,cáishì
哈利法克斯,哈利法克斯,1,10,hālìfǎkèsī
樞密院,樞密院,1,9,shūmìyuàn
血,血,1,3,xuè
休,休,1,3,xiū
賽車手,賽車手,1,10,sàichēshǒu
音樂家,音樂家,1,8,yīnlèjiā
湯姆,湯姆,1,6,tāngmǔ
羅賓遜,羅賓遜,1,9,luóbīnxùn
翼,翼,1,2,yì
盜用輪,盜用輪,1,10,dàoyònglún
隊友,隊友,1,6,duìyǒu
艾根,艾根,1,5,àigēn
吉姆,吉姆,1,4,jímǔ
簽約,簽約,1,7,qiānyuē
迪卡,迪卡,1,4,díkǎ
遊蕩者,遊蕩者,1,10,yóudàngzhě
墨菲,墨菲,1,5,mòfēi
溫斯頓杯,溫斯頓杯,1,11,wēnsīdùnbēi
去世,去世,1,5,qùshì
斯大林,斯大林,1,7,sīdàlín
阿巴庫莫夫,阿巴庫莫夫,1,9,ābākùmòfū
安全部,安全部,1,8,ānquánbù
組建,組建,1,6,zǔjiàn
貝利亞,貝利亞,1,7,bèilìyà
強力,強力,1,7,qiánglì
貝登,貝登,1,7,bèidēng
烏夏克吞,烏夏克吞,1,10,wūxiàkètūn
證實,證實,1,8,zhèngshí
瑪雅,瑪雅,1,4,mǎyǎ
低地,低地,1,7,dīde dì
該項,該項,1,8,gāixiàng
納斯卡,納斯卡,1,6,nàsīkǎ
對手戲,對手戲,1,9,duìshǒuxì
玫瑰,玫瑰,1,6,méiguī
王子,王子,1,6,wángzi
斯特拉森,斯特拉森,1,9,sītèlāsēn
曝,曝,1,2,pù
通姦,通姦,1,8,tōngjiān
娶,娶,1,2,qǔ
寡婦,寡婦,1,5,guǎfù
安娜,安娜,1,4,ānnà
霍頓,霍頓,1,6,huòdùn
狂野,狂野,1,7,kuángyě
賣,賣,1,3,mài
此時,此時,1,5,cǐshí
奢華,奢華,1,6,shēhuá
發佈,發佈,1,4,fābù
贏,贏,1,4,yíng
台,台,1,3,tái
鋼琴,鋼琴,1,7,gāngqín
裸體,裸體,1,5,luǒtǐ
出鏡,出鏡,1,7,chūjìng
聖路易,聖路易,1,9,shènglùyì
郵報,郵報,1,6,yóubào
最佳,最佳,1,6,zuìjiā
著火,著火,1,6,zhehuǒ
肯瑟斯,肯瑟斯,1,7,kěnsèsī
轉身,轉身,1,9,zhuǎnshēn
艾略特,艾略特,1,7,àilüètè
積分榜,積分榜,1,9,jīfēnbǎng
湯普遜,湯普遜,1,9,tāngpǔxùn
平和,平和,1,6,pínghé
圖像,圖像,1,7,túxiàng
獵殺,獵殺,1,6,lièshā
姬絲汀,姬絲汀,1,8,jīsītīng
史葛,史葛,1,5,shǐgé
湯瑪絲,湯瑪絲,1,8,tāngmǎsī
布偶,布偶,1,4,bùǒu
大電影,大電影,1,10,dàdiànyǐng
小妹,小妹,1,7,xiǎomèi
服務員,服務員,1,8,fúwùyuán
婚約,婚約,1,6,hūnyuē
斯托勒,斯托勒,1,8,sītuōlēi
傑森,傑森,1,6,jiésēn
約翰遜,約翰遜,1,9,yuēhànxùn
時兇,時兇,1,8,shíxiōng
布魯斯,布魯斯,1,6,bùlǔsī
文本,文本,1,6,wénběn
威利斯,威利斯,1,7,wēilìsī
喬瑟夫,喬瑟夫,1,8,qiáosèfū
高登,高登,1,7,gāodēng
該片,該片,1,7,gāipiàn
上映,上映,1,9,shàngyìng
阿拉伯人,阿拉伯人,1,8,ālābórén
典型,典型,1,8,diǎnxíng
申克,申克,1,6,shēnkè
塔爾梅奇,塔爾梅奇,1,9,tǎěrméiqí
羅密歐,羅密歐,1,7,luómìōu
茱麗葉,茱麗葉,1,7,zhūlìyè
演,演,1,3,yǎn
麥葵格,麥葵格,1,8,màikuígé
伊雲,伊雲,1,5,yīyún
霍爾斯道姆,霍爾斯道姆,1,12,huòěrsīdàomǔ
萊塞,萊塞,1,6,láisāi
帆船,帆船,1,12,fān fánchuán
獨木,獨木,1,4,dúmù
舟,舟,1,4,zhōu
水上,水上,1,9,shuǐshàng
接替,接替,1,5,jiētì
編劇,編劇,1,6,biānjù
邪惡,邪惡,1,4,xiéè
薩諾斯,薩諾斯,1,7,sànuòsī
主角,主角,1,7,zhǔjiǎo
漫威,漫威,1,6,mànwēi
星際,星際,1,6,xīngjì
遨遊,遨遊,1,5,áoyóu
德川,德川,1,7,déchuān
家康,家康,1,7,jiākāng
直系,直系,1,5,zhíxì
後代,後代,1,6,hòudài
舉重,舉重,1,7,jǔzhòng
生前,生前,1,9,shēngqián
伊夫,伊夫,1,4,yīfū
羅蘭,羅蘭,1,6,luólán
香水,香水,1,9,xiāngshuǐ
代言人,代言人,1,9,dàiyánrén
喜劇,喜劇,1,4,xǐjù
魚躍,魚躍,1,5,yúyuè
奇緣,奇緣,1,6,qíyuán
滴,滴,1,2,dī
請求,請求,1,7,qǐngqiú
教師,教師,1,7,jiàoshī
跡像,跡像,1,7,jīxiàng
良好,良好,1,8,liánghǎo
形勢,形勢,1,7,xíngshì
股市,股市,1,5,gǔshì
立即,立即,1,4,lìjí
繁榮,繁榮,1,7,fánróng
遭遇,遭遇,1,5,zāoyù
不順,不順,1,6,bùshùn
老盧卡斯,老盧卡斯,1,9,lǎolúkǎsī
克拉納赫,克拉納赫,1,8,kèlānàhè
幅,幅,1,2,fú
引人注目,引人注目,1,11,yǐnrénzhùmù
煩惱,煩惱,1,6,fánnǎo
消失,消失,1,7,xiāoshī
風力,風力,1,6,fēnglì
德新社,德新社,1,8,déxīnshè
複製權,複製權,1,9,fùzhìquán
激活,激活,1,5,jīhuó
污染物,污染物,1,7,wūrǎnwù
小孩子,小孩子,1,9,xiǎoháizi
青少年,青少年,1,12,qīngshǎonián
大腦,大腦,1,5,dànǎo
長期,長期,1,7,zhǎngqī
損傷,損傷,1,8,sǔnshāng
國家級,國家級,1,8,guójiājí
遺產,遺產,1,6,yíchǎn
列,列,1,3,liè
煤,煤,1,3,méi
阿明,阿明,1,5,āmíng
周刊,周刊,1,7,zhōukān
耍,耍,1,4,shuǎ
迫降,迫降,1,7,pòjiàng
沉入,沉入,1,6,chénrù
海底,海底,1,5,hǎidǐ
沖上,沖上,1,10,chōngshàng
坦桑尼亞,坦桑尼亞,1,11,tǎnsāngníyà
波音,波音,1,5,bōyīn
襟翼,襟翼,1,5,jīnyì
得出,得出,1,5,déchū
